% time	cellId	IMSI	RNTI	sinrLinear
18.121	1	1	1	2351.35
18.161	1	1	1	2347.04
18.201	1	1	1	2342.73
18.241	1	1	1	2338.42
18.281	1	1	1	2334.12
18.321	1	1	1	2329.82
18.361	1	1	1	2325.52
18.401	1	1	1	2321.23
18.441	1	1	1	2316.93
18.481	1	1	1	2312.65
18.521	1	1	1	2308.36
18.561	1	1	1	2304.08
18.601	1	1	1	2299.8
18.641	1	1	1	2295.52
18.681	1	1	1	2291.25
18.721	1	1	1	2286.98
18.761	1	1	1	2282.71
18.801	1	1	1	2278.45
18.841	1	1	1	2274.19
18.881	1	1	1	2269.94
18.921	1	1	1	2265.69
18.961	1	1	1	2261.44
19.001	1	1	1	2257.2
19.041	1	1	1	2252.96
19.081	1	1	1	2248.72
19.121	1	1	1	2244.49
19.161	1	1	1	2240.26
19.201	1	1	1	2236.04
19.241	1	1	1	2231.82
19.281	1	1	1	2227.6
19.321	1	1	1	2223.39
19.361	1	1	1	2219.18
19.401	1	1	1	2214.98
19.441	1	1	1	2210.78
19.481	1	1	1	2206.58
19.521	1	1	1	2202.39
19.561	1	1	1	2198.21
19.601	1	1	1	2194.02
19.641	1	1	1	2189.85
19.681	1	1	1	2185.67
19.721	1	1	1	2181.51
19.761	1	1	1	2177.34
19.801	1	1	1	2173.18
19.841	1	1	1	2169.03
19.881	1	1	1	2164.88
19.921	1	1	1	2160.74
19.961	1	1	1	2156.6
20.001	1	1	1	2152.46
20.041	1	1	1	2148.33
20.081	1	1	1	2144.2
20.121	1	1	1	2140.08
20.161	1	1	1	2135.97
20.201	1	1	1	2131.86
20.241	1	1	1	2127.75
20.281	1	1	1	2123.65
20.321	1	1	1	2119.56
20.361	1	1	1	2115.47
20.401	1	1	1	2111.38
20.441	1	1	1	2107.3
20.481	1	1	1	2103.23
20.521	1	1	1	2099.16
20.561	1	1	1	2095.09
20.601	1	1	1	2091.03
20.641	1	1	1	2086.98
20.681	1	1	1	2082.93
20.721	1	1	1	2078.89
20.761	1	1	1	2074.85
20.801	1	1	1	2070.82
20.841	1	1	1	2066.79
20.881	1	1	1	2062.77
20.921	1	1	1	2058.76
20.961	1	1	1	2054.75
21.001	1	1	1	2050.74
21.041	1	1	1	2046.74
21.081	1	1	1	2042.75
21.121	1	1	1	2038.76
21.161	1	1	1	2034.78
21.201	1	1	1	2030.81
21.241	1	1	1	2026.84
21.281	1	1	1	2022.87
21.321	1	1	1	2018.91
21.361	1	1	1	2014.96
21.401	1	1	1	2011.01
21.441	1	1	1	2007.07
21.481	1	1	1	2003.14
21.521	1	1	1	1999.21
21.561	1	1	1	1995.28
21.601	1	1	1	1991.36
21.641	1	1	1	1987.45
21.681	1	1	1	1983.55
21.721	1	1	1	1979.65
21.761	1	1	1	1975.75
21.801	1	1	1	1971.87
21.841	1	1	1	1967.98
21.881	1	1	1	1964.11
21.921	1	1	1	1960.24
21.961	1	1	1	1956.38
22.001	1	1	1	1952.52
22.041	1	1	1	1948.67
22.081	1	1	1	1944.82
22.121	1	1	1	1940.99
22.161	1	1	1	1937.15
