% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
7131	1	1	1	0	28	2292	0	1
7141	1	1	1	0	28	2292	0	1
7151	1	1	1	0	28	2292	0	1
7161	1	1	1	0	28	2292	0	1
7171	1	1	1	0	28	2292	0	1
7181	1	1	1	0	28	2292	0	1
7191	1	1	1	0	28	2292	0	1
7201	1	1	1	0	28	2292	0	1
7211	1	1	1	0	28	2292	0	1
7221	1	1	1	0	28	2292	0	1
7231	1	1	1	0	28	2292	0	1
7241	1	1	1	0	28	2292	0	1
7251	1	1	1	0	28	2292	0	1
7261	1	1	1	0	28	2292	0	1
7281	1	1	1	0	28	2292	0	1
7291	1	1	1	0	28	2292	0	1
7301	1	1	1	0	28	2292	0	1
7311	1	1	1	0	28	2292	0	1
7321	1	1	1	0	28	2292	0	1
7331	1	1	1	0	28	2292	0	1
7341	1	1	1	0	28	2292	0	1
7351	1	1	1	0	28	2292	0	1
7361	1	1	1	0	28	2292	0	1
7371	1	1	1	0	28	2292	0	1
7381	1	1	1	0	28	2292	0	1
7391	1	1	1	0	28	2292	0	1
7401	1	1	1	0	28	2292	0	1
7411	1	1	1	0	28	2292	0	1
7421	1	1	1	0	28	2292	0	1
7431	1	1	1	0	28	2292	0	1
7441	1	1	1	0	28	2292	0	1
7451	1	1	1	0	28	2292	0	1
7461	1	1	1	0	28	2292	0	1
7471	1	1	1	0	28	2292	0	1
7481	1	1	1	0	28	2292	0	1
7491	1	1	1	0	28	2292	0	1
7501	1	1	1	0	28	2292	0	1
7511	1	1	1	0	28	2292	0	1
7521	1	1	1	0	28	2292	0	1
7531	1	1	1	0	28	2292	0	1
7541	1	1	1	0	28	2292	0	1
7551	1	1	1	0	28	2292	0	1
7561	1	1	1	0	28	2292	0	1
7571	1	1	1	0	28	2292	0	1
7581	1	1	1	0	28	2292	0	1
7591	1	1	1	0	28	2292	0	1
7601	1	1	1	0	28	2292	0	1
7611	1	1	1	0	28	2292	0	1
7621	1	1	1	0	28	2292	0	1
7631	1	1	1	0	28	2292	0	1
7641	1	1	1	0	28	2292	0	1
7651	1	1	1	0	28	2292	0	1
7661	1	1	1	0	28	2292	0	1
7671	1	1	1	0	28	2292	0	1
7681	1	1	1	0	28	2292	0	1
7691	1	1	1	0	28	2292	0	1
7701	1	1	1	0	28	2292	0	1
7711	1	1	1	0	28	2292	0	1
7721	1	1	1	0	28	2292	0	1
7731	1	1	1	0	28	2292	0	1
7741	1	1	1	0	28	2292	0	1
7751	1	1	1	0	28	2292	0	1
7761	1	1	1	0	28	2292	0	1
7771	1	1	1	0	28	2292	0	1
7781	1	1	1	0	28	2292	0	1
7791	1	1	1	0	28	2292	0	1
7801	1	1	1	0	28	2292	0	1
7811	1	1	1	0	28	2292	0	1
7821	1	1	1	0	28	2292	0	1
7831	1	1	1	0	28	2292	0	1
7841	1	1	1	0	28	2292	0	1
7851	1	1	1	0	28	2292	0	1
7861	1	1	1	0	28	2292	0	1
7871	1	1	1	0	28	2292	0	1
7881	1	1	1	0	28	2292	0	1
7891	1	1	1	0	28	2292	0	1
7901	1	1	1	0	28	2292	0	1
7911	1	1	1	0	28	2292	0	1
7921	1	1	1	0	28	2292	0	1
7931	1	1	1	0	28	2292	0	1
7951	1	1	1	0	28	2292	0	1
7961	1	1	1	0	28	2292	0	1
7971	1	1	1	0	28	2292	0	1
7981	1	1	1	0	28	2292	0	1
7991	1	1	1	0	28	2292	0	1
8001	1	1	1	0	28	2292	0	1
8011	1	1	1	0	28	2292	0	1
8021	1	1	1	0	28	2292	0	1
8031	1	1	1	0	28	2292	0	1
8041	1	1	1	0	28	2292	0	1
8051	1	1	1	0	28	2292	0	1
8071	1	1	1	0	28	2292	0	1
8081	1	1	1	0	28	2292	0	1
8091	1	1	1	0	28	2292	0	1
8101	1	1	1	0	28	2292	0	1
8111	1	1	1	0	28	2292	0	1
8121	1	1	1	0	28	2292	0	1
8131	1	1	1	0	28	2292	0	1
8151	1	1	1	0	28	2292	0	1
8161	1	1	1	0	28	2292	0	1
8171	1	1	1	0	28	2292	0	1
8181	1	1	1	0	28	2292	0	1
8191	1	1	1	0	28	2292	0	1
8201	1	1	1	0	28	2292	0	1
8211	1	1	1	0	28	2292	0	1
8221	1	1	1	0	28	2292	0	1
8241	1	1	1	0	28	2292	0	1
8251	1	1	1	0	28	2292	0	1
8261	1	1	1	0	28	2292	0	1
8271	1	1	1	0	28	2292	0	1
8281	1	1	1	0	28	2292	0	1
8291	1	1	1	0	28	2292	0	1
8301	1	1	1	0	28	2292	0	1
8311	1	1	1	0	28	2292	0	1
8321	1	1	1	0	28	2292	0	1
8331	1	1	1	0	28	2292	0	1
8341	1	1	1	0	28	2292	0	1
8351	1	1	1	0	28	2292	0	1
8361	1	1	1	0	28	2292	0	1
8381	1	1	1	0	28	2292	0	1
8391	1	1	1	0	28	2292	0	1
8401	1	1	1	0	28	2292	0	1
8411	1	1	1	0	28	2292	0	1
8421	1	1	1	0	28	2292	0	1
8431	1	1	1	0	28	2292	0	1
8441	1	1	1	0	28	2292	0	1
8451	1	1	1	0	28	2292	0	1
8461	1	1	1	0	28	2292	0	1
8471	1	1	1	0	28	2292	0	1
8481	1	1	1	0	28	2292	0	1
8491	1	1	1	0	28	2292	0	1
8501	1	1	1	0	28	2292	0	1
8511	1	1	1	0	28	2292	0	1
8521	1	1	1	0	28	2292	0	1
8531	1	1	1	0	28	2292	0	1
8541	1	1	1	0	28	2292	0	1
8551	1	1	1	0	28	2292	0	1
8561	1	1	1	0	28	2292	0	1
8571	1	1	1	0	28	2292	0	1
8581	1	1	1	0	28	2292	0	1
8591	1	1	1	0	28	2292	0	1
8601	1	1	1	0	28	2292	0	1
8611	1	1	1	0	28	2292	0	1
8621	1	1	1	0	28	2292	0	1
8631	1	1	1	0	28	2292	0	1
8641	1	1	1	0	28	2292	0	1
8651	1	1	1	0	28	2292	0	1
8661	1	1	1	0	28	2292	0	1
8671	1	1	1	0	28	2292	0	1
8681	1	1	1	0	28	2292	0	1
8691	1	1	1	0	28	2292	0	1
8701	1	1	1	0	28	2292	0	1
8711	1	1	1	0	28	2292	0	1
8721	1	1	1	0	28	2292	0	1
8731	1	1	1	0	28	2292	0	1
8741	1	1	1	0	28	2292	0	1
8751	1	1	1	0	28	2292	0	1
8771	1	1	1	0	28	2292	0	1
8781	1	1	1	0	28	2292	0	1
8791	1	1	1	0	28	2292	0	1
8801	1	1	1	0	28	2292	0	1
8821	1	1	1	0	28	2292	0	1
8831	1	1	1	0	28	2292	0	1
8841	1	1	1	0	28	2292	0	1
8851	1	1	1	0	28	2292	0	1
8861	1	1	1	0	28	2292	0	1
8871	1	1	1	0	28	2292	0	1
8891	1	1	1	0	28	2292	0	1
8901	1	1	1	0	28	2292	0	1
8911	1	1	1	0	28	2292	0	1
8921	1	1	1	0	28	2292	0	1
8931	1	1	1	0	28	2292	0	1
8941	1	1	1	0	28	2292	0	1
8951	1	1	1	0	28	2292	0	1
8961	1	1	1	0	28	2292	0	1
8971	1	1	1	0	28	2292	0	1
8981	1	1	1	0	28	2292	0	1
8991	1	1	1	0	28	2292	0	1
9001	1	1	1	0	28	2292	0	1
9011	1	1	1	0	28	2292	0	1
9021	1	1	1	0	28	2292	0	1
9031	1	1	1	0	28	2292	0	1
9041	1	1	1	0	28	2292	0	1
9051	1	1	1	0	28	2292	0	1
9061	1	1	1	0	28	2292	0	1
9071	1	1	1	0	28	2292	0	1
9081	1	1	1	0	28	2292	0	1
9091	1	1	1	0	28	2292	0	1
9101	1	1	1	0	28	2292	0	1
9111	1	1	1	0	28	2292	0	1
9121	1	1	1	0	28	2292	0	1
9141	1	1	1	0	28	2292	0	1
9151	1	1	1	0	28	2292	0	1
9161	1	1	1	0	28	2292	0	1
9171	1	1	1	0	28	2292	0	1
9181	1	1	1	0	28	2292	0	1
9191	1	1	1	0	28	2292	0	1
9201	1	1	1	0	28	2292	0	1
9211	1	1	1	0	28	2292	0	1
9221	1	1	1	0	28	2292	0	1
9231	1	1	1	0	28	2292	0	1
9241	1	1	1	0	28	2292	0	1
9251	1	1	1	0	28	2292	0	1
9261	1	1	1	0	28	2292	0	1
9271	1	1	1	0	28	2292	0	1
9281	1	1	1	0	28	2292	0	1
9291	1	1	1	0	28	2292	0	1
9301	1	1	1	0	28	2292	0	1
9311	1	1	1	0	28	2292	0	1
9321	1	1	1	0	28	2292	0	1
9331	1	1	1	0	28	2292	0	1
9341	1	1	1	0	28	2292	0	1
9351	1	1	1	0	28	2292	0	1
9361	1	1	1	0	28	2292	0	1
9371	1	1	1	0	28	2292	0	1
9381	1	1	1	0	28	2292	0	1
9391	1	1	1	0	28	2292	0	1
9401	1	1	1	0	28	2292	0	1
9411	1	1	1	0	28	2292	0	1
9421	1	1	1	0	28	2292	0	1
9431	1	1	1	0	28	2292	0	1
9451	1	1	1	0	28	2292	0	1
9461	1	1	1	0	28	2292	0	1
9471	1	1	1	0	28	2292	0	1
9481	1	1	1	0	28	2292	0	1
9501	1	1	1	0	28	2292	0	1
9511	1	1	1	0	28	2292	0	1
9521	1	1	1	0	28	2292	0	1
9531	1	1	1	0	28	2292	0	1
9541	1	1	1	0	28	2292	0	1
9551	1	1	1	0	28	2292	0	1
9561	1	1	1	0	28	2292	0	1
9571	1	1	1	0	28	2292	0	1
9581	1	1	1	0	28	2292	0	1
9591	1	1	1	0	28	2292	0	1
9601	1	1	1	0	28	2292	0	1
9611	1	1	1	0	28	2292	0	1
9621	1	1	1	0	28	2292	0	1
9631	1	1	1	0	28	2292	0	1
9641	1	1	1	0	28	2292	0	1
9651	1	1	1	0	28	2292	0	1
9661	1	1	1	0	28	2292	0	1
9671	1	1	1	0	28	2292	0	1
9681	1	1	1	0	28	2292	0	1
9701	1	1	1	0	28	2292	0	1
9711	1	1	1	0	28	2292	0	1
9721	1	1	1	0	28	2292	0	1
9731	1	1	1	0	28	2292	0	1
9741	1	1	1	0	28	2292	0	1
9751	1	1	1	0	28	2292	0	1
9761	1	1	1	0	28	2292	0	1
9771	1	1	1	0	28	2292	0	1
9781	1	1	1	0	28	2292	0	1
9791	1	1	1	0	28	2292	0	1
9801	1	1	1	0	28	2292	0	1
9811	1	1	1	0	28	2292	0	1
9821	1	1	1	0	28	2292	0	1
9831	1	1	1	0	28	2292	0	1
9841	1	1	1	0	28	2292	0	1
9851	1	1	1	0	28	2292	0	1
9861	1	1	1	0	28	2292	0	1
9871	1	1	1	0	28	2292	0	1
9881	1	1	1	0	28	2292	0	1
9891	1	1	1	0	28	2292	0	1
9901	1	1	1	0	28	2292	0	1
9911	1	1	1	0	28	2292	0	1
9921	1	1	1	0	28	2292	0	1
9931	1	1	1	0	28	2292	0	1
9941	1	1	1	0	28	2292	0	1
9951	1	1	1	0	28	2292	0	1
9961	1	1	1	0	28	2292	0	1
9971	1	1	1	0	28	2292	0	1
9981	1	1	1	0	28	2292	0	1
9991	1	1	1	0	28	2292	0	1
10001	1	1	1	0	28	2292	0	1
10011	1	1	1	0	28	2292	0	1
10021	1	1	1	0	28	2292	0	1
10031	1	1	1	0	28	2292	0	1
10041	1	1	1	0	28	2292	0	1
10051	1	1	1	0	28	2292	0	1
10061	1	1	1	0	28	2292	0	1
10071	1	1	1	0	28	2292	0	1
10081	1	1	1	0	28	2292	0	1
10091	1	1	1	0	28	2292	0	1
10101	1	1	1	0	28	2292	0	1
10111	1	1	1	0	28	2292	0	1
10121	1	1	1	0	28	2292	0	1
10131	1	1	1	0	28	2292	0	1
10141	1	1	1	0	28	2292	0	1
10151	1	1	1	0	28	2292	0	1
10161	1	1	1	0	28	2292	0	1
10171	1	1	1	0	28	2292	0	1
10181	1	1	1	0	28	2292	0	1
10191	1	1	1	0	28	2292	0	1
10201	1	1	1	0	28	2292	0	1
10211	1	1	1	0	28	2292	0	1
10221	1	1	1	0	28	2292	0	1
10231	1	1	1	0	28	2292	0	1
10251	1	1	1	0	28	2292	0	1
10261	1	1	1	0	28	2292	0	1
10271	1	1	1	0	28	2292	0	1
10281	1	1	1	0	28	2292	0	1
10291	1	1	1	0	28	2292	0	1
10301	1	1	1	0	28	2292	0	1
10311	1	1	1	0	28	2292	0	1
10321	1	1	1	0	28	2292	0	1
10341	1	1	1	0	28	2292	0	1
10351	1	1	1	0	28	2292	0	1
10361	1	1	1	0	28	2292	0	1
10371	1	1	1	0	28	2292	0	1
10381	1	1	1	0	28	2292	0	1
10391	1	1	1	0	28	2292	0	1
10401	1	1	1	0	28	2292	0	1
10411	1	1	1	0	28	2292	0	1
10421	1	1	1	0	28	2292	0	1
10441	1	1	1	0	28	2292	0	1
10451	1	1	1	0	28	2292	0	1
10461	1	1	1	0	28	2292	0	1
10471	1	1	1	0	28	2292	0	1
10481	1	1	1	0	28	2292	0	1
10491	1	1	1	0	28	2292	0	1
10501	1	1	1	0	28	2292	0	1
10511	1	1	1	0	28	2292	0	1
10521	1	1	1	0	28	2292	0	1
10531	1	1	1	0	28	2292	0	1
10541	1	1	1	0	28	2292	0	1
10551	1	1	1	0	28	2292	0	1
10571	1	1	1	0	28	2292	0	1
10581	1	1	1	0	28	2292	0	1
10591	1	1	1	0	28	2292	0	1
10601	1	1	1	0	28	2292	0	1
10611	1	1	1	0	28	2292	0	1
10631	1	1	1	0	28	2292	0	1
10641	1	1	1	0	28	2292	0	1
10651	1	1	1	0	28	2292	0	1
10661	1	1	1	0	28	2292	0	1
10671	1	1	1	0	28	2292	0	1
10681	1	1	1	0	28	2292	0	1
10691	1	1	1	0	28	2292	0	1
10701	1	1	1	0	28	2292	0	1
10711	1	1	1	0	28	2292	0	1
10721	1	1	1	0	28	2292	0	1
10731	1	1	1	0	28	2292	0	1
10741	1	1	1	0	28	2292	0	1
10771	1	1	1	0	28	2292	0	1
10772	1	1	1	0	28	2292	0	1
10781	1	1	1	0	28	2292	0	1
10801	1	1	1	0	28	2292	0	1
10811	1	1	1	0	28	2292	0	1
10821	1	1	1	0	28	2292	0	1
10841	1	1	1	0	28	2292	0	1
10851	1	1	1	0	28	2292	0	1
10861	1	1	1	0	28	2292	0	1
10871	1	1	1	0	28	2292	0	1
10881	1	1	1	0	28	2292	0	1
10891	1	1	1	0	28	2292	0	1
10901	1	1	1	0	28	2292	0	1
10911	1	1	1	0	28	2292	0	1
10921	1	1	1	0	28	2292	0	1
10931	1	1	1	0	28	2292	0	1
10941	1	1	1	0	28	2292	0	1
10951	1	1	1	0	28	2292	0	1
10961	1	1	1	0	28	2292	0	1
10971	1	1	1	0	28	2292	0	1
10981	1	1	1	0	28	2292	0	1
10991	1	1	1	0	28	2292	0	1
11001	1	1	1	0	28	2292	0	1
11021	2	1	1	0	0	85	0	1
11022	2	1	1	0	0	85	0	1
11023	2	1	1	0	0	85	0	1
11025	2	1	1	0	0	85	0	1
11026	2	1	1	0	0	85	0	1
11027	2	1	1	0	0	85	0	1
11028	2	1	1	0	28	2292	0	1
11031	2	1	1	0	28	2292	0	1
11041	2	1	1	0	28	2292	0	1
11051	2	1	1	0	28	2292	0	1
11061	2	1	1	0	28	2292	0	1
11071	2	1	1	0	28	2292	0	1
11081	2	1	1	0	28	2292	0	1
11091	2	1	1	0	28	2292	0	1
11111	2	1	1	0	28	2292	0	1
11121	2	1	1	0	28	2292	0	1
11131	2	1	1	0	28	2292	0	1
11141	2	1	1	0	28	2292	0	1
11151	2	1	1	0	28	2292	0	1
11161	2	1	1	0	28	2292	0	1
11171	2	1	1	0	28	2292	0	1
11181	2	1	1	0	28	2292	0	1
11211	2	1	1	0	28	2292	0	1
11212	2	1	1	0	28	2292	0	1
11221	2	1	1	0	28	2292	0	1
11231	2	1	1	0	28	2292	0	1
11241	2	1	1	0	28	2292	0	1
11251	2	1	1	0	28	2292	0	1
11261	2	1	1	0	28	2292	0	1
11271	2	1	1	0	28	2292	0	1
11281	2	1	1	0	28	2292	0	1
11291	2	1	1	0	28	2292	0	1
11301	2	1	1	0	28	2292	0	1
11311	2	1	1	0	28	2292	0	1
11331	2	1	1	0	28	2292	0	1
11351	2	1	1	0	28	2292	0	1
11361	2	1	1	0	28	2292	0	1
11371	2	1	1	0	28	2292	0	1
11381	2	1	1	0	28	2292	0	1
11391	2	1	1	0	28	2292	0	1
11401	2	1	1	0	28	2292	0	1
11411	2	1	1	0	28	2292	0	1
11421	2	1	1	0	28	2292	0	1
11431	2	1	1	0	28	2292	0	1
11441	2	1	1	0	28	2292	0	1
11451	2	1	1	0	28	2292	0	1
11461	2	1	1	0	28	2292	0	1
11471	2	1	1	0	28	2292	0	1
11481	2	1	1	0	28	2292	0	1
11491	2	1	1	0	28	2292	0	1
11501	2	1	1	0	28	2292	0	1
11511	2	1	1	0	28	2292	0	1
11531	2	1	1	0	28	2292	0	1
11541	2	1	1	0	28	2292	0	1
11551	2	1	1	0	28	2292	0	1
11561	2	1	1	0	28	2292	0	1
11571	2	1	1	0	28	2292	0	1
11581	2	1	1	0	28	2292	0	1
11591	2	1	1	0	28	2292	0	1
11601	2	1	1	0	28	2292	0	1
11611	2	1	1	0	28	2292	0	1
11621	2	1	1	0	28	2292	0	1
11631	2	1	1	0	28	2292	0	1
11641	2	1	1	0	28	2292	0	1
11651	2	1	1	0	28	2292	0	1
11661	2	1	1	0	28	2292	0	1
11671	2	1	1	0	28	2292	0	1
11681	2	1	1	0	28	2292	0	1
11691	2	1	1	0	28	2292	0	1
11711	2	1	1	0	28	2292	0	1
11721	2	1	1	0	28	2292	0	1
11731	2	1	1	0	28	2292	0	1
11741	2	1	1	0	28	2292	0	1
11751	2	1	1	0	28	2292	0	1
11761	2	1	1	0	28	2292	0	1
11771	2	1	1	0	28	2292	0	1
11781	2	1	1	0	28	2292	0	1
11791	2	1	1	0	28	2292	0	1
11801	2	1	1	0	28	2292	0	1
11811	2	1	1	0	28	2292	0	1
11821	2	1	1	0	28	2292	0	1
11831	2	1	1	0	28	2292	0	1
11841	2	1	1	0	28	2292	0	1
11851	2	1	1	0	28	2292	0	1
11861	2	1	1	0	28	2292	0	1
11871	2	1	1	0	28	2292	0	1
11881	2	1	1	0	28	2292	0	1
11891	2	1	1	0	28	2292	0	1
11901	2	1	1	0	28	2292	0	1
11911	2	1	1	0	28	2292	0	1
11921	2	1	1	0	28	2292	0	1
11931	2	1	1	0	28	2292	0	1
11941	2	1	1	0	28	2292	0	1
11951	2	1	1	0	28	2292	0	1
11961	2	1	1	0	28	2292	0	1
11971	2	1	1	0	28	2292	0	1
11981	2	1	1	0	28	2292	0	1
11991	2	1	1	0	28	2292	0	1
12001	2	1	1	0	28	2292	0	1
12011	2	1	1	0	28	2292	0	1
12021	2	1	1	0	28	2292	0	1
12031	2	1	1	0	28	2292	0	1
12041	2	1	1	0	28	2292	0	1
12061	2	1	1	0	28	2292	0	1
12081	2	1	1	0	28	2292	0	1
12091	2	1	1	0	28	2292	0	1
12101	2	1	1	0	28	2292	0	1
12111	2	1	1	0	28	2292	0	1
12121	2	1	1	0	28	2292	0	1
12131	2	1	1	0	28	2292	0	1
12141	2	1	1	0	28	2292	0	1
12151	2	1	1	0	28	2292	0	1
12161	2	1	1	0	28	2292	0	1
12171	2	1	1	0	28	2292	0	1
12181	2	1	1	0	28	2292	0	1
12191	2	1	1	0	28	2292	0	1
12201	2	1	1	0	28	2292	0	1
12211	2	1	1	0	28	2292	0	1
12221	2	1	1	0	28	2292	0	1
12231	2	1	1	0	28	2292	0	1
12241	2	1	1	0	28	2292	0	1
12251	2	1	1	0	28	2292	0	1
12261	2	1	1	0	28	2292	0	1
12271	2	1	1	0	28	2292	0	1
12281	2	1	1	0	28	2292	0	1
12291	2	1	1	0	28	2292	0	1
12301	2	1	1	0	28	2292	0	1
12311	2	1	1	0	28	2292	0	1
12321	2	1	1	0	28	2292	0	1
12331	2	1	1	0	28	2292	0	1
12341	2	1	1	0	28	2292	0	1
12361	2	1	1	0	28	2292	0	1
12371	2	1	1	0	28	2292	0	1
12381	2	1	1	0	28	2292	0	1
12391	2	1	1	0	28	2292	0	1
12401	2	1	1	0	28	2292	0	1
12411	2	1	1	0	28	2292	0	1
12421	2	1	1	0	28	2292	0	1
12441	2	1	1	0	28	2292	0	1
12451	2	1	1	0	28	2292	0	1
12461	2	1	1	0	28	2292	0	1
12471	2	1	1	0	28	2292	0	1
12481	2	1	1	0	28	2292	0	1
12491	2	1	1	0	28	2292	0	1
12501	2	1	1	0	28	2292	0	1
12511	2	1	1	0	28	2292	0	1
12521	2	1	1	0	28	2292	0	1
12531	2	1	1	0	28	2292	0	1
12541	2	1	1	0	28	2292	0	1
12551	2	1	1	0	28	2292	0	1
12561	2	1	1	0	28	2292	0	1
12571	2	1	1	0	28	2292	0	1
12581	2	1	1	0	28	2292	0	1
12591	2	1	1	0	28	2292	0	1
12601	2	1	1	0	28	2292	0	1
12611	2	1	1	0	28	2292	0	1
12621	2	1	1	0	28	2292	0	1
12631	2	1	1	0	28	2292	0	1
12641	2	1	1	0	28	2292	0	1
12651	2	1	1	0	28	2292	0	1
12661	2	1	1	0	28	2292	0	1
12671	2	1	1	0	28	2292	0	1
12681	2	1	1	0	28	2292	0	1
12691	2	1	1	0	28	2292	0	1
12701	2	1	1	0	28	2292	0	1
12711	2	1	1	0	28	2292	0	1
12721	2	1	1	0	28	2292	0	1
12731	2	1	1	0	28	2292	0	1
12741	2	1	1	0	28	2292	0	1
12751	2	1	1	0	28	2292	0	1
12761	2	1	1	0	28	2292	0	1
12771	2	1	1	0	28	2292	0	1
12781	2	1	1	0	28	2292	0	1
12791	2	1	1	0	28	2292	0	1
12801	2	1	1	0	28	2292	0	1
12811	2	1	1	0	28	2292	0	1
12821	2	1	1	0	28	2292	0	1
12831	2	1	1	0	28	2292	0	1
12841	2	1	1	0	28	2292	0	1
12851	2	1	1	0	28	2292	0	1
12861	2	1	1	0	28	2292	0	1
12871	2	1	1	0	28	2292	0	1
12881	2	1	1	0	28	2292	0	1
12891	2	1	1	0	28	2292	0	1
12901	2	1	1	0	28	2292	0	1
12911	2	1	1	0	28	2292	0	1
12921	2	1	1	0	28	2292	0	1
12941	2	1	1	0	28	2292	0	1
12951	2	1	1	0	28	2292	0	1
12961	2	1	1	0	28	2292	0	1
12971	2	1	1	0	28	2292	0	1
12981	2	1	1	0	28	2292	0	1
12991	2	1	1	0	28	2292	0	1
13001	2	1	1	0	28	2292	0	1
13011	2	1	1	0	28	2292	0	1
13021	2	1	1	0	28	2292	0	1
13031	2	1	1	0	28	2292	0	1
13041	2	1	1	0	28	2292	0	1
13051	2	1	1	0	28	2292	0	1
13061	2	1	1	0	28	2292	0	1
13071	2	1	1	0	28	2292	0	1
13081	2	1	1	0	28	2292	0	1
13091	2	1	1	0	28	2292	0	1
13101	2	1	1	0	28	2292	0	1
13111	2	1	1	0	28	2292	0	1
13121	2	1	1	0	28	2292	0	1
13131	2	1	1	0	28	2292	0	1
13141	2	1	1	0	28	2292	0	1
13151	2	1	1	0	28	2292	0	1
13161	2	1	1	0	28	2292	0	1
13171	2	1	1	0	28	2292	0	1
13181	2	1	1	0	28	2292	0	1
13191	2	1	1	0	28	2292	0	1
13201	2	1	1	0	28	2292	0	1
13221	2	1	1	0	28	2292	0	1
13231	2	1	1	0	28	2292	0	1
13241	2	1	1	0	28	2292	0	1
13251	2	1	1	0	28	2292	0	1
13261	2	1	1	0	28	2292	0	1
13271	2	1	1	0	28	2292	0	1
13281	2	1	1	0	28	2292	0	1
13291	2	1	1	0	28	2292	0	1
13301	2	1	1	0	28	2292	0	1
13311	2	1	1	0	28	2292	0	1
13321	2	1	1	0	28	2292	0	1
13352	2	1	1	0	28	2292	0	1
13361	2	1	1	0	28	2292	0	1
13371	2	1	1	0	28	2292	0	1
13381	2	1	1	0	28	2292	0	1
13391	2	1	1	0	28	2292	0	1
13401	2	1	1	0	28	2292	0	1
13411	2	1	1	0	28	2292	0	1
13421	2	1	1	0	28	2292	0	1
13431	2	1	1	0	28	2292	0	1
13451	2	1	1	0	28	2292	0	1
13461	2	1	1	0	28	2292	0	1
13471	2	1	1	0	28	2292	0	1
13481	2	1	1	0	28	2292	0	1
13491	2	1	1	0	28	2292	0	1
13501	2	1	1	0	28	2292	0	1
13511	2	1	1	0	28	2292	0	1
13521	2	1	1	0	28	2292	0	1
13531	2	1	1	0	28	2292	0	1
13541	2	1	1	0	28	2292	0	1
13551	2	1	1	0	28	2292	0	1
13561	2	1	1	0	28	2292	0	1
13581	2	1	1	0	28	2292	0	1
13591	2	1	1	0	28	2292	0	1
13601	2	1	1	0	28	2292	0	1
13611	2	1	1	0	28	2292	0	1
13621	2	1	1	0	28	2292	0	1
13631	2	1	1	0	28	2292	0	1
13641	2	1	1	0	28	2292	0	1
13651	2	1	1	0	28	2292	0	1
13661	2	1	1	0	28	2292	0	1
13671	2	1	1	0	28	2292	0	1
13681	2	1	1	0	28	2292	0	1
13691	2	1	1	0	28	2292	0	1
13701	2	1	1	0	28	2292	0	1
13711	2	1	1	0	28	2292	0	1
13721	2	1	1	0	28	2292	0	1
13731	2	1	1	0	28	2292	0	1
13741	2	1	1	0	28	2292	0	1
13751	2	1	1	0	28	2292	0	1
13761	2	1	1	0	28	2292	0	1
13771	2	1	1	0	28	2292	0	1
13781	2	1	1	0	28	2292	0	1
13791	2	1	1	0	28	2292	0	1
13821	2	1	1	0	28	2292	0	1
13822	2	1	1	0	28	2292	0	1
13831	2	1	1	0	28	2292	0	1
13841	2	1	1	0	28	2292	0	1
13851	2	1	1	0	28	2292	0	1
13861	2	1	1	0	28	2292	0	1
13871	2	1	1	0	28	2292	0	1
13881	2	1	1	0	28	2292	0	1
13891	2	1	1	0	28	2292	0	1
13901	2	1	1	0	28	2292	0	1
13931	2	1	1	0	28	2292	0	1
13932	2	1	1	0	28	2292	0	1
13941	2	1	1	0	28	2292	0	1
13961	2	1	1	0	28	2292	0	1
13971	2	1	1	0	28	2292	0	1
13981	2	1	1	0	28	2292	0	1
13991	2	1	1	0	28	2292	0	1
14001	2	1	1	0	28	2292	0	1
14011	2	1	1	0	28	2292	0	1
14021	2	1	1	0	28	2292	0	1
14031	2	1	1	0	28	2292	0	1
14051	2	1	1	0	28	2292	0	1
14061	2	1	1	0	28	2292	0	1
14071	2	1	1	0	28	2292	0	1
14081	2	1	1	0	28	2292	0	1
14091	2	1	1	0	28	2292	0	1
14101	2	1	1	0	28	2292	0	1
14131	2	1	1	0	28	2292	0	1
14132	2	1	1	0	28	2292	0	1
14141	2	1	1	0	28	2292	0	1
14151	2	1	1	0	28	2292	0	1
14161	2	1	1	0	28	2292	0	1
14181	2	1	1	0	28	2292	0	1
14191	2	1	1	0	28	2292	0	1
14201	2	1	1	0	28	2292	0	1
14211	2	1	1	0	28	2292	0	1
14221	2	1	1	0	28	2292	0	1
14231	2	1	1	0	28	2292	0	1
14241	2	1	1	0	28	2292	0	1
14251	2	1	1	0	28	2292	0	1
14261	2	1	1	0	28	2292	0	1
14271	2	1	1	0	28	2292	0	1
14281	2	1	1	0	28	2292	0	1
14291	2	1	1	0	28	2292	0	1
14301	2	1	1	0	28	2292	0	1
14311	2	1	1	0	28	2292	0	1
14321	2	1	1	0	28	2292	0	1
14331	2	1	1	0	28	2292	0	1
14341	2	1	1	0	28	2292	0	1
14351	2	1	1	0	28	2292	0	1
14361	2	1	1	0	28	2292	0	1
14371	2	1	1	0	28	2292	0	1
14381	2	1	1	0	28	2292	0	1
14391	2	1	1	0	28	2292	0	1
14401	2	1	1	0	28	2292	0	1
14411	2	1	1	0	28	2292	0	1
14421	2	1	1	0	28	2292	0	1
14431	2	1	1	0	28	2292	0	1
14441	2	1	1	0	28	2292	0	1
14451	2	1	1	0	28	2292	0	1
14461	2	1	1	0	28	2292	0	1
14471	2	1	1	0	28	2292	0	1
14481	2	1	1	0	28	2292	0	1
