% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.685	1	1	69	6	1	28	2292
0.695	1	1	70	6	1	28	2292
0.705	1	1	71	6	1	28	2292
0.715	1	1	72	6	1	28	2292
0.725	1	1	73	6	1	28	2292
0.735	1	1	74	6	1	28	2292
0.745	1	1	75	6	1	28	2292
0.755	1	1	76	6	1	28	2292
0.765	1	1	77	6	1	28	2292
0.775	1	1	78	6	1	28	2292
0.785	1	1	79	6	1	28	2292
0.795	1	1	80	6	1	28	2292
0.805	1	1	81	6	1	28	2292
0.815	1	1	82	6	1	28	2292
0.825	1	1	83	6	1	28	2292
0.835	1	1	84	6	1	28	2292
0.845	1	1	85	6	1	28	2292
0.855	1	1	86	6	1	28	2292
0.865	1	1	87	6	1	28	2292
0.875	1	1	88	6	1	28	2292
0.885	1	1	89	6	1	28	2292
0.895	1	1	90	6	1	28	2292
0.905	1	1	91	6	1	28	2292
0.915	1	1	92	6	1	28	2292
0.925	1	1	93	6	1	28	2292
0.935	1	1	94	6	1	28	2292
0.945	1	1	95	6	1	28	2292
0.955	1	1	96	6	1	28	2292
0.965	1	1	97	6	1	28	2292
0.975	1	1	98	6	1	28	2292
0.985	1	1	99	6	1	28	2292
0.995	1	1	100	6	1	28	2292
1.005	1	1	101	6	1	28	2292
1.015	1	1	102	6	1	28	2292
1.025	1	1	103	6	1	28	2292
1.035	1	1	104	6	1	28	2292
1.045	1	1	105	6	1	28	2292
1.055	1	1	106	6	1	28	2292
1.065	1	1	107	6	1	28	2292
1.075	1	1	108	6	1	28	2292
1.085	1	1	109	6	1	28	2292
1.095	1	1	110	6	1	28	2292
1.105	1	1	111	6	1	28	2292
1.115	1	1	112	6	1	28	2292
1.125	1	1	113	6	1	28	2292
1.135	1	1	114	6	1	28	2292
1.145	1	1	115	6	1	28	2292
1.155	1	1	116	6	1	28	2292
1.165	1	1	117	6	1	28	2292
1.175	1	1	118	6	1	28	2292
1.185	1	1	119	6	1	28	2292
1.195	1	1	120	6	1	28	2292
1.205	1	1	121	6	1	28	2292
1.215	1	1	122	6	1	28	2292
1.225	1	1	123	6	1	28	2292
1.235	1	1	124	6	1	28	2292
1.245	1	1	125	6	1	28	2292
1.255	1	1	126	6	1	28	2292
1.265	1	1	127	6	1	28	2292
1.275	1	1	128	6	1	28	2292
1.285	1	1	129	6	1	28	2292
1.295	1	1	130	6	1	28	2292
1.305	1	1	131	6	1	28	2292
1.315	1	1	132	6	1	28	2292
1.325	1	1	133	6	1	28	2292
1.335	1	1	134	6	1	28	2292
1.345	1	1	135	6	1	28	2292
1.355	1	1	136	6	1	28	2292
1.365	1	1	137	6	1	28	2292
1.375	1	1	138	6	1	28	2292
1.385	1	1	139	6	1	28	2292
1.395	1	1	140	6	1	28	2292
1.405	1	1	141	6	1	28	2292
1.415	1	1	142	6	1	28	2292
1.425	1	1	143	6	1	28	2292
1.435	1	1	144	6	1	28	2292
1.445	1	1	145	6	1	28	2292
1.455	1	1	146	6	1	28	2292
1.465	1	1	147	6	1	28	2292
1.475	1	1	148	6	1	28	2292
1.485	1	1	149	6	1	28	2292
1.495	1	1	150	6	1	28	2292
1.505	1	1	151	6	1	28	2292
1.515	1	1	152	6	1	28	2292
1.525	1	1	153	6	1	28	2292
1.535	1	1	154	6	1	28	2292
1.545	1	1	155	6	1	28	2292
1.555	1	1	156	6	1	28	2292
1.565	1	1	157	6	1	28	2292
1.575	1	1	158	6	1	28	2292
1.585	1	1	159	6	1	28	2292
1.595	1	1	160	6	1	28	2292
1.605	1	1	161	6	1	28	2292
1.615	1	1	162	6	1	28	2292
1.625	1	1	163	6	1	28	2292
1.635	1	1	164	6	1	28	2292
1.645	1	1	165	6	1	28	2292
1.655	1	1	166	6	1	28	2292
1.665	1	1	167	6	1	28	2292
1.675	1	1	168	6	1	28	2292
1.685	1	1	169	6	1	28	2292
1.695	1	1	170	6	1	28	2292
1.705	1	1	171	6	1	28	2292
1.715	1	1	172	6	1	28	2292
1.725	1	1	173	6	1	28	2292
1.735	1	1	174	6	1	28	2292
1.745	1	1	175	6	1	28	2292
1.755	1	1	176	6	1	28	2292
1.765	1	1	177	6	1	28	2292
1.775	1	1	178	6	1	28	2292
1.785	1	1	179	6	1	28	2292
1.795	1	1	180	6	1	28	2292
1.805	1	1	181	6	1	28	2292
1.815	1	1	182	6	1	28	2292
1.825	1	1	183	6	1	28	2292
1.835	1	1	184	6	1	28	2292
1.845	1	1	185	6	1	28	2292
1.855	1	1	186	6	1	28	2292
1.865	1	1	187	6	1	28	2292
1.875	1	1	188	6	1	28	2292
1.885	1	1	189	6	1	28	2292
1.895	1	1	190	6	1	28	2292
1.905	1	1	191	6	1	28	2292
1.915	1	1	192	6	1	28	2292
1.925	1	1	193	6	1	28	2292
1.935	1	1	194	6	1	28	2292
1.945	1	1	195	6	1	28	2292
1.955	1	1	196	6	1	28	2292
1.965	1	1	197	6	1	28	2292
1.975	1	1	198	6	1	28	2292
1.985	1	1	199	6	1	28	2292
1.995	1	1	200	6	1	28	2292
2.005	1	1	201	6	1	28	2292
2.015	1	1	202	6	1	28	2292
2.025	1	1	203	6	1	28	2292
2.035	1	1	204	6	1	28	2292
2.045	1	1	205	6	1	28	2292
2.055	1	1	206	6	1	28	2292
2.065	1	1	207	6	1	28	2292
2.075	1	1	208	6	1	28	2292
2.085	1	1	209	6	1	28	2292
2.095	1	1	210	6	1	28	2292
2.105	1	1	211	6	1	28	2292
2.115	1	1	212	6	1	28	2292
2.125	1	1	213	6	1	28	2292
2.135	1	1	214	6	1	28	2292
2.136	1	1	214	7	1	28	2292
2.145	1	1	215	6	1	28	2292
2.155	1	1	216	6	1	28	2292
2.165	1	1	217	6	1	28	2292
2.175	1	1	218	6	1	28	2292
2.185	1	1	219	6	1	28	2292
2.195	1	1	220	6	1	28	2292
2.205	1	1	221	6	1	28	2292
2.215	1	1	222	6	1	28	2292
2.225	1	1	223	6	1	28	2292
2.235	1	1	224	6	1	28	2292
2.245	1	1	225	6	1	28	2292
2.255	1	1	226	6	1	28	2292
2.265	1	1	227	6	1	28	2292
2.275	1	1	228	6	1	28	2292
2.285	1	1	229	6	1	28	2292
2.295	1	1	230	6	1	28	2292
2.305	1	1	231	6	1	28	2292
2.315	1	1	232	6	1	28	2292
2.325	1	1	233	6	1	28	2292
2.335	1	1	234	6	1	28	2292
2.345	1	1	235	6	1	28	2292
2.355	1	1	236	6	1	28	2292
2.365	1	1	237	6	1	28	2292
2.375	1	1	238	6	1	28	2292
2.385	1	1	239	6	1	28	2292
2.395	1	1	240	6	1	28	2292
2.405	1	1	241	6	1	28	2292
2.415	1	1	242	6	1	28	2292
2.425	1	1	243	6	1	28	2292
2.435	1	1	244	6	1	28	2292
2.445	1	1	245	6	1	28	2292
2.455	1	1	246	6	1	28	2292
2.465	1	1	247	6	1	28	2292
2.475	1	1	248	6	1	28	2292
2.485	1	1	249	6	1	28	2292
2.495	1	1	250	6	1	28	2292
2.505	1	1	251	6	1	28	2292
2.515	1	1	252	6	1	28	2292
2.525	1	1	253	6	1	28	2292
2.535	1	1	254	6	1	28	2292
2.545	1	1	255	6	1	28	2292
2.555	1	1	256	6	1	28	2292
2.565	1	1	257	6	1	28	2292
2.575	1	1	258	6	1	28	2292
2.585	1	1	259	6	1	28	2292
2.595	1	1	260	6	1	28	2292
2.605	1	1	261	6	1	28	2292
2.615	1	1	262	6	1	28	2292
2.625	1	1	263	6	1	28	2292
2.635	1	1	264	6	1	28	2292
2.645	1	1	265	6	1	28	2292
2.655	1	1	266	6	1	28	2292
2.665	1	1	267	6	1	28	2292
2.675	1	1	268	6	1	28	2292
2.685	1	1	269	6	1	28	2292
2.695	1	1	270	6	1	28	2292
2.705	1	1	271	6	1	28	2292
2.715	1	1	272	6	1	28	2292
2.725	1	1	273	6	1	28	2292
2.735	1	1	274	6	1	28	2292
2.745	1	1	275	6	1	28	2292
2.755	1	1	276	6	1	28	2292
2.765	1	1	277	6	1	28	2292
2.775	1	1	278	6	1	28	2292
2.785	1	1	279	6	1	28	2292
2.795	1	1	280	6	1	28	2292
2.805	1	1	281	6	1	28	2292
2.815	1	1	282	6	1	28	2292
2.825	1	1	283	6	1	28	2292
2.835	1	1	284	6	1	28	2292
2.845	1	1	285	6	1	28	2292
2.855	1	1	286	6	1	28	2292
2.865	1	1	287	6	1	28	2292
2.875	1	1	288	6	1	28	2292
2.885	1	1	289	6	1	28	2292
2.895	1	1	290	6	1	28	2292
2.905	1	1	291	6	1	28	2292
2.915	1	1	292	6	1	28	2292
2.925	1	1	293	6	1	28	2292
2.935	1	1	294	6	1	28	2292
2.945	1	1	295	6	1	28	2292
2.955	1	1	296	6	1	28	2292
2.965	1	1	297	6	1	28	2292
2.975	1	1	298	6	1	28	2292
2.985	1	1	299	6	1	28	2292
2.995	1	1	300	6	1	28	2292
3.005	1	1	301	6	1	28	2292
3.015	1	1	302	6	1	28	2292
3.025	1	1	303	6	1	28	2292
3.035	1	1	304	6	1	28	2292
3.045	1	1	305	6	1	28	2292
3.055	1	1	306	6	1	28	2292
3.065	1	1	307	6	1	28	2292
3.075	1	1	308	6	1	28	2292
3.085	1	1	309	6	1	28	2292
3.095	1	1	310	6	1	28	2292
3.105	1	1	311	6	1	28	2292
3.115	1	1	312	6	1	28	2292
3.125	1	1	313	6	1	28	2292
3.135	1	1	314	6	1	28	2292
3.145	1	1	315	6	1	28	2292
3.155	1	1	316	6	1	28	2292
3.165	1	1	317	6	1	28	2292
3.175	1	1	318	6	1	28	2292
3.185	1	1	319	6	1	28	2292
3.195	1	1	320	6	1	28	2292
3.205	1	1	321	6	1	28	2292
3.215	1	1	322	6	1	28	2292
3.225	1	1	323	6	1	28	2292
3.235	1	1	324	6	1	28	2292
3.245	1	1	325	6	1	28	2292
3.255	1	1	326	6	1	28	2292
3.265	1	1	327	6	1	28	2292
3.275	1	1	328	6	1	28	2292
3.285	1	1	329	6	1	28	2292
3.295	1	1	330	6	1	28	2292
3.305	1	1	331	6	1	28	2292
3.315	1	1	332	6	1	28	2292
3.325	1	1	333	6	1	28	2292
3.335	1	1	334	6	1	28	2292
3.345	1	1	335	6	1	28	2292
3.355	1	1	336	6	1	28	2292
3.365	1	1	337	6	1	28	2292
3.375	1	1	338	6	1	28	2292
3.385	1	1	339	6	1	28	2292
3.395	1	1	340	6	1	28	2292
3.405	1	1	341	6	1	28	2292
3.415	1	1	342	6	1	28	2292
3.425	1	1	343	6	1	28	2292
3.435	1	1	344	6	1	28	2292
3.445	1	1	345	6	1	28	2292
3.455	1	1	346	6	1	28	2292
3.465	1	1	347	6	1	28	2292
3.475	1	1	348	6	1	28	2292
3.485	1	1	349	6	1	28	2292
3.495	1	1	350	6	1	28	2292
3.505	1	1	351	6	1	28	2292
3.515	1	1	352	6	1	28	2292
3.525	1	1	353	6	1	28	2292
3.535	1	1	354	6	1	28	2292
3.545	1	1	355	6	1	28	2292
3.555	1	1	356	6	1	28	2292
3.565	1	1	357	6	1	28	2292
3.575	1	1	358	6	1	28	2292
3.585	1	1	359	6	1	28	2292
3.595	1	1	360	6	1	28	2292
3.605	1	1	361	6	1	28	2292
3.615	1	1	362	6	1	28	2292
3.625	1	1	363	6	1	28	2292
3.635	1	1	364	6	1	28	2292
3.645	1	1	365	6	1	28	2292
3.655	1	1	366	6	1	28	2292
3.665	1	1	367	6	1	28	2292
3.675	1	1	368	6	1	28	2292
3.685	1	1	369	6	1	28	2292
3.695	1	1	370	6	1	28	2292
3.705	1	1	371	6	1	28	2292
3.715	1	1	372	6	1	28	2292
3.725	1	1	373	6	1	28	2292
3.735	1	1	374	6	1	28	2292
3.745	1	1	375	6	1	28	2292
3.755	1	1	376	6	1	28	2292
3.765	1	1	377	6	1	28	2292
3.775	1	1	378	6	1	28	2292
3.785	1	1	379	6	1	28	2292
3.795	1	1	380	6	1	28	2292
3.805	1	1	381	6	1	28	2292
3.815	1	1	382	6	1	28	2292
3.825	1	1	383	6	1	28	2292
3.835	1	1	384	6	1	28	2292
3.845	1	1	385	6	1	28	2292
3.855	1	1	386	6	1	28	2292
3.865	1	1	387	6	1	28	2292
3.875	1	1	388	6	1	28	2292
3.885	1	1	389	6	1	28	2292
3.895	1	1	390	6	1	28	2292
3.905	1	1	391	6	1	28	2292
3.915	1	1	392	6	1	28	2292
3.925	1	1	393	6	1	28	2292
3.935	1	1	394	6	1	28	2292
3.945	1	1	395	6	1	28	2292
3.955	1	1	396	6	1	28	2292
3.965	1	1	397	6	1	28	2292
3.975	1	1	398	6	1	28	2292
3.985	1	1	399	6	1	28	2292
3.995	1	1	400	6	1	28	2292
4.005	1	1	401	6	1	28	2292
4.015	1	1	402	6	1	28	2292
4.025	1	1	403	6	1	28	2292
4.035	1	1	404	6	1	28	2292
4.045	1	1	405	6	1	28	2292
4.055	1	1	406	6	1	28	2292
4.065	1	1	407	6	1	28	2292
4.075	1	1	408	6	1	28	2292
4.085	1	1	409	6	1	28	2292
4.095	1	1	410	6	1	28	2292
4.105	1	1	411	6	1	28	2292
4.115	1	1	412	6	1	28	2292
4.125	1	1	413	6	1	28	2292
4.135	1	1	414	6	1	28	2292
4.145	1	1	415	6	1	28	2292
4.155	1	1	416	6	1	28	2292
4.165	1	1	417	6	1	28	2292
4.175	1	1	418	6	1	28	2292
4.185	1	1	419	6	1	28	2292
4.195	1	1	420	6	1	28	2292
4.205	1	1	421	6	1	28	2292
4.215	1	1	422	6	1	28	2292
4.225	1	1	423	6	1	28	2292
4.235	1	1	424	6	1	28	2292
4.245	1	1	425	6	1	28	2292
4.255	1	1	426	6	1	28	2292
4.265	1	1	427	6	1	28	2292
4.275	1	1	428	6	1	28	2292
4.285	1	1	429	6	1	28	2292
4.295	1	1	430	6	1	28	2292
4.305	1	1	431	6	1	28	2292
4.315	1	1	432	6	1	28	2292
4.325	1	1	433	6	1	28	2292
4.335	1	1	434	6	1	28	2292
4.345	1	1	435	6	1	28	2292
4.355	1	1	436	6	1	28	2292
4.365	1	1	437	6	1	28	2292
4.375	1	1	438	6	1	28	2292
4.385	1	1	439	6	1	28	2292
4.395	1	1	440	6	1	28	2292
4.405	1	1	441	6	1	28	2292
4.415	1	1	442	6	1	28	2292
4.425	1	1	443	6	1	28	2292
4.435	1	1	444	6	1	28	2292
4.445	1	1	445	6	1	28	2292
4.455	1	1	446	6	1	28	2292
4.465	1	1	447	6	1	28	2292
4.475	1	1	448	6	1	28	2292
4.485	1	1	449	6	1	28	2292
4.495	1	1	450	6	1	28	2292
4.505	1	1	451	6	1	28	2292
4.515	1	1	452	6	1	28	2292
4.525	1	1	453	6	1	28	2292
4.535	1	1	454	6	1	28	2292
4.545	1	1	455	6	1	28	2292
4.555	1	1	456	6	1	28	2292
4.565	1	1	457	6	1	28	2292
4.575	1	1	458	6	1	28	2292
4.585	1	1	459	6	1	28	2292
4.595	1	1	460	6	1	28	2292
4.605	1	1	461	6	1	28	2292
4.615	1	1	462	6	1	28	2292
4.625	1	1	463	6	1	28	2292
4.635	1	1	464	6	1	28	2292
4.645	1	1	465	6	1	28	2292
4.655	1	1	466	6	1	28	2292
4.665	1	1	467	6	1	28	2292
4.675	1	1	468	6	1	28	2292
4.685	1	1	469	6	1	28	2292
4.695	1	1	470	6	1	28	2292
4.705	1	1	471	6	1	28	2292
4.715	1	1	472	6	1	28	2292
4.725	1	1	473	6	1	28	2292
4.735	1	1	474	6	1	28	2292
4.745	1	1	475	6	1	28	2292
4.755	1	1	476	6	1	28	2292
4.765	1	1	477	6	1	28	2292
4.775	1	1	478	6	1	28	2292
4.785	1	1	479	6	1	28	2292
4.795	1	1	480	6	1	28	2292
4.805	1	1	481	6	1	28	2292
4.815	1	1	482	6	1	28	2292
4.825	1	1	483	6	1	28	2292
4.835	1	1	484	6	1	28	2292
4.845	1	1	485	6	1	28	2292
4.855	1	1	486	6	1	28	2292
4.865	1	1	487	6	1	28	2292
4.875	1	1	488	6	1	28	2292
4.885	1	1	489	6	1	28	2292
4.895	1	1	490	6	1	28	2292
4.905	1	1	491	6	1	28	2292
4.915	1	1	492	6	1	28	2292
4.925	1	1	493	6	1	28	2292
4.935	1	1	494	6	1	28	2292
4.945	1	1	495	6	1	28	2292
4.955	1	1	496	6	1	28	2292
4.965	1	1	497	6	1	28	2292
4.975	1	1	498	6	1	28	2292
4.985	1	1	499	6	1	28	2292
4.995	1	1	500	6	1	28	2292
5.005	1	1	501	6	1	28	2292
5.015	1	1	502	6	1	28	2292
5.025	1	1	503	6	1	28	2292
5.035	1	1	504	6	1	28	2292
5.045	1	1	505	6	1	28	2292
5.055	1	1	506	6	1	28	2292
5.065	1	1	507	6	1	28	2292
5.075	1	1	508	6	1	28	2292
5.085	1	1	509	6	1	28	2292
5.095	1	1	510	6	1	28	2292
5.105	1	1	511	6	1	28	2292
5.115	1	1	512	6	1	28	2292
5.125	1	1	513	6	1	28	2292
5.135	1	1	514	6	1	28	2292
5.145	1	1	515	6	1	28	2292
5.155	1	1	516	6	1	28	2292
5.165	1	1	517	6	1	28	2292
5.175	1	1	518	6	1	28	2292
5.185	1	1	519	6	1	28	2292
5.195	1	1	520	6	1	28	2292
5.205	1	1	521	6	1	28	2292
5.215	1	1	522	6	1	28	2292
5.225	1	1	523	6	1	28	2292
5.235	1	1	524	6	1	28	2292
5.245	1	1	525	6	1	28	2292
5.255	1	1	526	6	1	28	2292
5.265	1	1	527	6	1	28	2292
5.275	1	1	528	6	1	28	2292
5.285	1	1	529	6	1	28	2292
5.295	1	1	530	6	1	28	2292
5.305	1	1	531	6	1	28	2292
5.315	1	1	532	6	1	28	2292
5.325	1	1	533	6	1	28	2292
5.335	1	1	534	6	1	28	2292
5.345	1	1	535	6	1	28	2292
5.355	1	1	536	6	1	28	2292
5.365	1	1	537	6	1	28	2292
5.375	1	1	538	6	1	28	2292
5.385	1	1	539	6	1	28	2292
5.395	1	1	540	6	1	28	2292
5.405	1	1	541	6	1	28	2292
5.415	1	1	542	6	1	28	2292
5.425	1	1	543	6	1	28	2292
5.435	1	1	544	6	1	28	2292
5.445	1	1	545	6	1	28	2292
5.455	1	1	546	6	1	28	2292
5.465	1	1	547	6	1	28	2292
5.475	1	1	548	6	1	28	2292
5.485	1	1	549	6	1	28	2292
5.495	1	1	550	6	1	28	2292
5.505	1	1	551	6	1	28	2292
5.515	1	1	552	6	1	28	2292
5.525	1	1	553	6	1	28	2292
5.535	1	1	554	6	1	28	2292
5.545	1	1	555	6	1	28	2292
5.555	1	1	556	6	1	28	2292
5.565	1	1	557	6	1	28	2292
5.575	1	1	558	6	1	28	2292
5.585	1	1	559	6	1	28	2292
5.595	1	1	560	6	1	28	2292
5.605	1	1	561	6	1	28	2292
5.615	1	1	562	6	1	28	2292
5.625	1	1	563	6	1	28	2292
5.635	1	1	564	6	1	28	2292
5.645	1	1	565	6	1	28	2292
5.655	1	1	566	6	1	28	2292
5.665	1	1	567	6	1	28	2292
5.675	1	1	568	6	1	28	2292
5.685	1	1	569	6	1	28	2292
5.695	1	1	570	6	1	28	2292
5.705	1	1	571	6	1	28	2292
5.715	1	1	572	6	1	28	2292
5.725	1	1	573	6	1	28	2292
5.735	1	1	574	6	1	28	2292
5.745	1	1	575	6	1	28	2292
5.755	1	1	576	6	1	28	2292
5.765	1	1	577	6	1	28	2292
5.775	1	1	578	6	1	28	2292
5.785	1	1	579	6	1	28	2292
5.795	1	1	580	6	1	28	2292
5.805	1	1	581	6	1	28	2292
5.815	1	1	582	6	1	28	2292
5.825	1	1	583	6	1	28	2292
5.835	1	1	584	6	1	28	2292
5.845	1	1	585	6	1	28	2292
5.855	1	1	586	6	1	28	2292
5.865	1	1	587	6	1	28	2292
5.875	1	1	588	6	1	28	2292
5.885	1	1	589	6	1	28	2292
5.895	1	1	590	6	1	28	2292
5.905	1	1	591	6	1	28	2292
5.915	1	1	592	6	1	28	2292
5.925	1	1	593	6	1	28	2292
5.935	1	1	594	6	1	28	2292
5.945	1	1	595	6	1	28	2292
5.955	1	1	596	6	1	28	2292
5.965	1	1	597	6	1	28	2292
5.975	1	1	598	6	1	28	2292
5.985	1	1	599	6	1	28	2292
5.995	1	1	600	6	1	28	2292
6.005	1	1	601	6	1	28	2292
6.015	1	1	602	6	1	28	2292
6.025	1	1	603	6	1	28	2292
6.035	1	1	604	6	1	28	2292
6.045	1	1	605	6	1	28	2292
6.055	1	1	606	6	1	28	2292
6.065	1	1	607	6	1	28	2292
6.075	1	1	608	6	1	28	2292
6.085	1	1	609	6	1	28	2292
6.095	1	1	610	6	1	28	2292
6.105	1	1	611	6	1	28	2292
6.115	1	1	612	6	1	28	2292
6.125	1	1	613	6	1	28	2292
6.135	1	1	614	6	1	28	2292
6.145	1	1	615	6	1	28	2292
6.155	1	1	616	6	1	28	2292
6.165	1	1	617	6	1	28	2292
6.175	1	1	618	6	1	28	2292
6.185	1	1	619	6	1	28	2292
6.195	1	1	620	6	1	28	2292
6.205	1	1	621	6	1	28	2292
6.215	1	1	622	6	1	28	2292
6.225	1	1	623	6	1	28	2292
6.235	1	1	624	6	1	28	2292
6.245	1	1	625	6	1	28	2292
6.255	1	1	626	6	1	28	2292
6.265	1	1	627	6	1	28	2292
6.275	1	1	628	6	1	28	2292
6.285	1	1	629	6	1	28	2292
6.295	1	1	630	6	1	28	2292
6.305	1	1	631	6	1	28	2292
6.315	1	1	632	6	1	28	2292
6.325	1	1	633	6	1	28	2292
6.335	1	1	634	6	1	28	2292
6.345	1	1	635	6	1	28	2292
6.355	1	1	636	6	1	28	2292
6.365	1	1	637	6	1	28	2292
6.375	1	1	638	6	1	28	2292
6.385	1	1	639	6	1	28	2292
6.395	1	1	640	6	1	28	2292
6.405	1	1	641	6	1	28	2292
6.415	1	1	642	6	1	28	2292
6.425	1	1	643	6	1	28	2292
6.435	1	1	644	6	1	28	2292
6.445	1	1	645	6	1	28	2292
6.455	1	1	646	6	1	28	2292
6.465	1	1	647	6	1	28	2292
6.475	1	1	648	6	1	28	2292
6.485	1	1	649	6	1	28	2292
6.495	1	1	650	6	1	28	2292
6.505	1	1	651	6	1	28	2292
6.515	1	1	652	6	1	28	2292
6.525	1	1	653	6	1	28	2292
6.535	1	1	654	6	1	28	2292
6.545	1	1	655	6	1	28	2292
6.555	1	1	656	6	1	28	2292
6.565	1	1	657	6	1	28	2292
6.575	1	1	658	6	1	28	2292
6.585	1	1	659	6	1	28	2292
6.595	1	1	660	6	1	28	2292
6.605	1	1	661	6	1	28	2292
6.615	1	1	662	6	1	28	2292
6.625	1	1	663	6	1	28	2292
6.635	1	1	664	6	1	28	2292
6.645	1	1	665	6	1	28	2292
6.655	1	1	666	6	1	28	2292
6.665	1	1	667	6	1	28	2292
6.675	1	1	668	6	1	28	2292
6.685	1	1	669	6	1	28	2292
6.695	1	1	670	6	1	28	2292
6.705	1	1	671	6	1	28	2292
6.715	1	1	672	6	1	28	2292
6.725	1	1	673	6	1	28	2292
6.735	1	1	674	6	1	28	2292
6.745	1	1	675	6	1	28	2292
6.755	1	1	676	6	1	28	2292
6.765	1	1	677	6	1	28	2292
6.775	1	1	678	6	1	28	2292
6.785	1	1	679	6	1	28	2292
6.795	1	1	680	6	1	28	2292
6.805	1	1	681	6	1	28	2292
6.815	1	1	682	6	1	28	2292
6.825	1	1	683	6	1	28	2292
6.835	1	1	684	6	1	28	2292
6.845	1	1	685	6	1	28	2292
6.855	1	1	686	6	1	28	2292
6.865	1	1	687	6	1	28	2292
6.875	1	1	688	6	1	28	2292
6.885	1	1	689	6	1	28	2292
6.895	1	1	690	6	1	28	2292
6.905	1	1	691	6	1	28	2292
6.915	1	1	692	6	1	28	2292
6.925	1	1	693	6	1	28	2292
6.935	1	1	694	6	1	28	2292
6.945	1	1	695	6	1	28	2292
6.955	1	1	696	6	1	28	2292
6.965	1	1	697	6	1	28	2292
6.975	1	1	698	6	1	28	2292
6.985	1	1	699	6	1	28	2292
6.995	1	1	700	6	1	28	2292
7.005	1	1	701	6	1	28	2292
7.015	1	1	702	6	1	28	2292
7.025	1	1	703	6	1	28	2292
7.035	1	1	704	6	1	28	2292
7.045	1	1	705	6	1	28	2292
7.055	1	1	706	6	1	28	2292
7.065	1	1	707	6	1	28	2292
7.075	1	1	708	6	1	28	2292
7.085	1	1	709	6	1	28	2292
7.095	1	1	710	6	1	28	2292
7.105	1	1	711	6	1	28	2292
7.115	1	1	712	6	1	28	2292
7.125	1	1	713	6	1	28	2292
7.135	1	1	714	6	1	28	2292
7.145	1	1	715	6	1	28	2292
7.155	1	1	716	6	1	28	2292
7.165	1	1	717	6	1	28	2292
7.175	1	1	718	6	1	28	2292
7.185	1	1	719	6	1	28	2292
7.195	1	1	720	6	1	28	2292
7.205	1	1	721	6	1	28	2292
7.215	1	1	722	6	1	28	2292
7.225	1	1	723	6	1	28	2292
7.235	1	1	724	6	1	28	2292
7.245	1	1	725	6	1	28	2292
7.255	1	1	726	6	1	28	2292
7.265	1	1	727	6	1	28	2292
7.275	1	1	728	6	1	28	2292
7.285	1	1	729	6	1	28	2292
7.295	1	1	730	6	1	28	2292
7.305	1	1	731	6	1	28	2292
7.315	1	1	732	6	1	28	2292
7.325	1	1	733	6	1	28	2292
7.335	1	1	734	6	1	28	2292
7.345	1	1	735	6	1	28	2292
7.355	1	1	736	6	1	28	2292
7.365	1	1	737	6	1	28	2292
7.375	1	1	738	6	1	28	2292
7.385	1	1	739	6	1	28	2292
7.395	1	1	740	6	1	28	2292
7.405	1	1	741	6	1	28	2292
7.415	1	1	742	6	1	28	2292
7.425	1	1	743	6	1	28	2292
7.435	1	1	744	6	1	28	2292
7.445	1	1	745	6	1	28	2292
7.455	1	1	746	6	1	28	2292
7.465	1	1	747	6	1	28	2292
7.475	1	1	748	6	1	28	2292
7.485	1	1	749	6	1	28	2292
7.495	1	1	750	6	1	28	2292
7.505	1	1	751	6	1	28	2292
7.515	1	1	752	6	1	28	2292
7.525	1	1	753	6	1	28	2292
7.535	1	1	754	6	1	28	2292
7.545	1	1	755	6	1	28	2292
7.555	1	1	756	6	1	28	2292
7.565	1	1	757	6	1	28	2292
7.575	1	1	758	6	1	28	2292
7.585	1	1	759	6	1	28	2292
7.595	1	1	760	6	1	28	2292
7.605	1	1	761	6	1	28	2292
7.615	1	1	762	6	1	28	2292
7.625	1	1	763	6	1	28	2292
7.635	1	1	764	6	1	28	2292
7.645	1	1	765	6	1	28	2292
7.655	1	1	766	6	1	28	2292
7.665	1	1	767	6	1	28	2292
7.675	1	1	768	6	1	28	2292
7.685	1	1	769	6	1	28	2292
7.695	1	1	770	6	1	28	2292
7.705	1	1	771	6	1	28	2292
7.715	1	1	772	6	1	28	2292
7.725	1	1	773	6	1	28	2292
7.735	1	1	774	6	1	28	2292
7.745	1	1	775	6	1	28	2292
7.755	1	1	776	6	1	28	2292
7.765	1	1	777	6	1	28	2292
7.775	1	1	778	6	1	28	2292
7.785	1	1	779	6	1	28	2292
7.795	1	1	780	6	1	28	2292
7.805	1	1	781	6	1	28	2292
7.815	1	1	782	6	1	28	2292
7.825	1	1	783	6	1	28	2292
7.835	1	1	784	6	1	28	2292
7.845	1	1	785	6	1	28	2292
7.855	1	1	786	6	1	28	2292
7.865	1	1	787	6	1	28	2292
7.875	1	1	788	6	1	28	2292
7.885	1	1	789	6	1	28	2292
7.895	1	1	790	6	1	28	2292
7.905	1	1	791	6	1	28	2292
7.915	1	1	792	6	1	28	2292
7.925	1	1	793	6	1	28	2292
7.935	1	1	794	6	1	28	2292
7.945	1	1	795	6	1	28	2292
7.955	1	1	796	6	1	28	2292
7.965	1	1	797	6	1	28	2292
7.975	1	1	798	6	1	28	2292
7.985	1	1	799	6	1	28	2292
7.995	1	1	800	6	1	28	2292
8.005	1	1	801	6	1	28	2292
8.015	1	1	802	6	1	28	2292
