% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
6033	1	1	1	0	0	28	2196	0	1	1
6043	1	1	1	0	0	28	2196	0	1	1
6053	1	1	1	0	0	28	2196	0	1	1
6063	1	1	1	0	0	28	2196	0	1	1
6073	1	1	1	0	0	28	2196	0	1	1
6083	1	1	1	0	0	28	2196	0	1	1
6093	1	1	1	0	0	28	2196	0	1	1
6103	1	1	1	0	0	28	2196	0	1	1
6113	1	1	1	0	0	28	2196	0	1	1
6123	1	1	1	0	0	28	2196	0	1	1
6133	1	1	1	0	0	28	2196	0	1	1
6143	1	1	1	0	0	28	2196	0	1	1
6153	1	1	1	0	0	28	2196	0	1	1
6173	1	1	1	0	0	28	2196	0	1	1
6183	1	1	1	0	0	28	2196	0	1	1
6193	1	1	1	0	0	28	2196	0	1	1
6203	1	1	1	0	0	28	2196	0	1	1
6213	1	1	1	0	0	28	2196	0	1	1
6223	1	1	1	0	0	28	2196	0	1	1
6233	1	1	1	0	0	28	2196	0	1	1
6243	1	1	1	0	0	28	2196	0	1	1
6253	1	1	1	0	0	28	2196	0	1	1
6263	1	1	1	0	0	28	2196	0	1	1
6283	1	1	1	0	0	28	2196	0	1	1
6293	1	1	1	0	0	28	2196	0	1	1
6303	1	1	1	0	0	28	2196	0	1	1
6313	1	1	1	0	0	28	2196	0	1	1
6323	1	1	1	0	0	28	2196	0	1	1
6333	1	1	1	0	0	28	2196	0	1	1
6343	1	1	1	0	0	28	2196	0	1	1
6353	1	1	1	0	0	28	2196	0	1	1
6363	1	1	1	0	0	28	2196	0	1	1
6373	1	1	1	0	0	28	2196	0	1	1
6383	1	1	1	0	0	28	2196	0	1	1
6393	1	1	1	0	0	28	2196	0	1	1
6403	1	1	1	0	0	28	2196	0	1	1
6413	1	1	1	0	0	28	2196	0	1	1
6423	1	1	1	0	0	28	2196	0	1	1
6433	1	1	1	0	0	28	2196	0	1	1
6443	1	1	1	0	0	28	2196	0	1	1
6453	1	1	1	0	0	28	2196	0	1	1
6463	1	1	1	0	0	28	2196	0	1	1
6473	1	1	1	0	0	28	2196	0	1	1
6483	1	1	1	0	0	28	2196	0	1	1
6493	1	1	1	0	0	28	2196	0	1	1
6503	1	1	1	0	0	28	2196	0	1	1
6513	1	1	1	0	0	28	2196	0	1	1
6523	1	1	1	0	0	28	2196	0	1	1
6533	1	1	1	0	0	28	2196	0	1	1
6543	1	1	1	0	0	28	2196	0	1	1
6553	1	1	1	0	0	28	2196	0	1	1
6563	1	1	1	0	0	28	2196	0	1	1
6573	1	1	1	0	0	28	2196	0	1	1
6583	1	1	1	0	0	28	2196	0	1	1
6593	1	1	1	0	0	28	2196	0	1	1
6603	1	1	1	0	0	28	2196	0	1	1
6613	1	1	1	0	0	28	2196	0	1	1
6623	1	1	1	0	0	28	2196	0	1	1
6633	1	1	1	0	0	28	2196	0	1	1
6643	1	1	1	0	0	28	2196	0	1	1
6653	1	1	1	0	0	28	2196	0	1	1
6663	1	1	1	0	0	28	2196	0	1	1
6673	1	1	1	0	0	28	2196	0	1	1
6683	1	1	1	0	0	28	2196	0	1	1
6693	1	1	1	0	0	28	2196	0	1	1
6703	1	1	1	0	0	28	2196	0	1	1
6713	1	1	1	0	0	28	2196	0	1	1
6723	1	1	1	0	0	28	2196	0	1	1
6733	1	1	1	0	0	28	2196	0	1	1
6743	1	1	1	0	0	28	2196	0	1	1
6753	1	1	1	0	0	28	2196	0	1	1
6763	1	1	1	0	0	28	2196	0	1	1
6773	1	1	1	0	0	28	2196	0	1	1
6783	1	1	1	0	0	28	2196	0	1	1
6793	1	1	1	0	0	28	2196	0	1	1
6803	1	1	1	0	0	28	2196	0	1	1
6813	1	1	1	0	0	28	2196	0	1	1
6823	1	1	1	0	0	28	2196	0	1	1
6833	1	1	1	0	0	28	2196	0	1	1
6853	1	1	1	0	0	28	2196	0	1	1
6863	1	1	1	0	0	28	2196	0	1	1
6873	1	1	1	0	0	28	2196	0	1	1
6883	1	1	1	0	0	28	2196	0	1	1
6903	1	1	1	0	0	28	2196	0	1	1
6913	1	1	1	0	0	28	2196	0	1	1
6923	1	1	1	0	0	28	2196	0	1	1
6933	1	1	1	0	0	28	2196	0	1	1
6943	1	1	1	0	0	28	2196	0	1	1
6953	1	1	1	0	0	28	2196	0	1	1
6963	1	1	1	0	0	28	2196	0	1	1
6973	1	1	1	0	0	28	2196	0	1	1
6983	1	1	1	0	0	28	2196	0	1	1
7003	1	1	1	0	0	28	2196	0	1	1
7013	1	1	1	0	0	28	2196	0	1	1
7023	1	1	1	0	0	28	2196	0	1	1
7033	1	1	1	0	0	28	2196	0	1	1
7043	1	1	1	0	0	28	2196	0	1	1
7053	1	1	1	0	0	28	2196	0	1	1
7063	1	1	1	0	0	28	2196	0	1	1
7073	1	1	1	0	0	28	2196	0	1	1
7083	1	1	1	0	0	28	2196	0	1	1
7093	1	1	1	0	0	28	2196	0	1	1
7103	1	1	1	0	0	28	2196	0	1	1
7113	1	1	1	0	0	28	2196	0	1	1
7123	1	1	1	0	0	28	2196	0	1	1
7133	1	1	1	0	0	28	2196	0	1	1
7143	1	1	1	0	0	28	2196	0	1	1
7153	1	1	1	0	0	28	2196	0	1	1
7163	1	1	1	0	0	28	2196	0	1	1
7173	1	1	1	0	0	28	2196	0	1	1
7183	1	1	1	0	0	28	2196	0	1	1
7193	1	1	1	0	0	28	2196	0	1	1
7203	1	1	1	0	0	28	2196	0	1	1
7213	1	1	1	0	0	28	2196	0	1	1
7223	1	1	1	0	0	28	2196	0	1	1
7233	1	1	1	0	0	28	2196	0	1	1
7243	1	1	1	0	0	28	2196	0	1	1
7253	1	1	1	0	0	28	2196	0	1	1
7263	1	1	1	0	0	28	2196	0	1	1
7273	1	1	1	0	0	28	2196	0	1	1
7283	1	1	1	0	0	28	2196	0	1	1
7293	1	1	1	0	0	28	2196	0	1	1
7303	1	1	1	0	0	28	2196	0	1	1
7313	1	1	1	0	0	28	2196	0	1	1
7323	1	1	1	0	0	28	2196	0	1	1
7333	1	1	1	0	0	28	2196	0	1	1
7343	1	1	1	0	0	28	2196	0	1	1
7353	1	1	1	0	0	28	2196	0	1	1
7363	1	1	1	0	0	28	2196	0	1	1
7373	1	1	1	0	0	28	2196	0	1	1
7383	1	1	1	0	0	28	2196	0	1	1
7393	1	1	1	0	0	28	2196	0	1	1
7403	1	1	1	0	0	28	2196	0	1	1
7413	1	1	1	0	0	28	2196	0	1	1
7423	1	1	1	0	0	28	2196	0	1	1
7433	1	1	1	0	0	28	2196	0	1	1
7443	1	1	1	0	0	28	2196	0	1	1
7453	1	1	1	0	0	28	2196	0	1	1
7463	1	1	1	0	0	28	2196	0	1	1
7473	1	1	1	0	0	28	2196	0	1	1
7483	1	1	1	0	0	28	2196	0	1	1
7503	1	1	1	0	0	28	2196	0	1	1
7513	1	1	1	0	0	28	2196	0	1	1
7523	1	1	1	0	0	28	2196	0	1	1
7533	1	1	1	0	0	28	2196	0	1	1
7543	1	1	1	0	0	28	2196	0	1	1
7553	1	1	1	0	0	28	2196	0	1	1
7563	1	1	1	0	0	28	2196	0	1	1
7573	1	1	1	0	0	28	2196	0	1	1
7593	1	1	1	0	0	28	2196	0	1	1
7603	1	1	1	0	0	28	2196	0	1	1
7613	1	1	1	0	0	28	2196	0	1	1
7623	1	1	1	0	0	28	2196	0	1	1
7633	1	1	1	0	0	28	2196	0	1	1
7643	1	1	1	0	0	28	2196	0	1	1
7653	1	1	1	0	0	28	2196	0	1	1
7663	1	1	1	0	0	28	2196	0	1	1
7673	1	1	1	0	0	28	2196	0	1	1
7683	1	1	1	0	0	28	2196	0	1	1
7693	1	1	1	0	0	28	2196	0	1	1
7703	1	1	1	0	0	28	2196	0	1	1
7713	1	1	1	0	0	28	2196	0	1	1
7723	1	1	1	0	0	28	2196	0	1	1
7733	1	1	1	0	0	28	2196	0	1	1
7743	1	1	1	0	0	28	2196	0	1	1
7753	1	1	1	0	0	28	2196	0	1	1
7763	1	1	1	0	0	28	2196	0	1	1
7773	1	1	1	0	0	28	2196	0	1	1
7783	1	1	1	0	0	28	2196	0	1	1
7793	1	1	1	0	0	28	2196	0	1	1
7803	1	1	1	0	0	28	2196	0	1	1
7813	1	1	1	0	0	28	2196	0	1	1
7823	1	1	1	0	0	28	2196	0	1	1
7833	1	1	1	0	0	28	2196	0	1	1
7843	1	1	1	0	0	28	2196	0	1	1
7853	1	1	1	0	0	28	2196	0	1	1
7863	1	1	1	0	0	28	2196	0	1	1
7873	1	1	1	0	0	28	2196	0	1	1
7883	1	1	1	0	0	28	2196	0	1	1
7893	1	1	1	0	0	28	2196	0	1	1
7903	1	1	1	0	0	28	2196	0	1	1
7913	1	1	1	0	0	28	2196	0	1	1
7923	1	1	1	0	0	28	2196	0	1	1
7933	1	1	1	0	0	28	2196	0	1	1
7943	1	1	1	0	0	28	2196	0	1	1
7953	1	1	1	0	0	28	2196	0	1	1
7963	1	1	1	0	0	28	2196	0	1	1
7973	1	1	1	0	0	28	2196	0	1	1
7983	1	1	1	0	0	28	2196	0	1	1
7993	1	1	1	0	0	28	2196	0	1	1
8003	1	1	1	0	0	28	2196	0	1	1
8023	1	1	1	0	0	28	2196	0	1	1
8033	1	1	1	0	0	28	2196	0	1	1
8053	1	1	1	0	0	28	2196	0	1	1
8063	1	1	1	0	0	28	2196	0	1	1
8073	1	1	1	0	0	28	2196	0	1	1
8083	1	1	1	0	0	28	2196	0	1	1
8093	1	1	1	0	0	28	2196	0	1	1
8103	1	1	1	0	0	28	2196	0	1	1
8113	1	1	1	0	0	28	2196	0	1	1
8123	1	1	1	0	0	28	2196	0	1	1
8133	1	1	1	0	0	28	2196	0	1	1
8143	1	1	1	0	0	28	2196	0	1	1
8153	1	1	1	0	0	28	2196	0	1	1
8163	1	1	1	0	0	28	2196	0	1	1
8173	1	1	1	0	0	28	2196	0	1	1
8183	1	1	1	0	0	28	2196	0	1	1
8193	1	1	1	0	0	28	2196	0	1	1
8203	1	1	1	0	0	28	2196	0	1	1
8213	1	1	1	0	0	28	2196	0	1	1
8223	1	1	1	0	0	28	2196	0	1	1
8233	1	1	1	0	0	28	2196	0	1	1
8243	1	1	1	0	0	28	2196	0	1	1
8253	1	1	1	0	0	28	2196	0	1	1
8263	1	1	1	0	0	28	2196	0	1	1
8273	1	1	1	0	0	28	2196	0	1	1
8283	1	1	1	0	0	28	2196	0	1	1
8293	1	1	1	0	0	28	2196	0	1	1
8303	1	1	1	0	0	28	2196	0	1	1
8313	1	1	1	0	0	28	2196	0	1	1
8323	1	1	1	0	0	28	2196	0	1	1
8333	1	1	1	0	0	28	2196	0	1	1
8343	1	1	1	0	0	28	2196	0	1	1
8353	1	1	1	0	0	28	2196	0	1	1
8373	1	1	1	0	0	28	2196	0	1	1
8383	1	1	1	0	0	28	2196	0	1	1
8393	1	1	1	0	0	28	2196	0	1	1
8403	1	1	1	0	0	28	2196	0	1	1
8413	1	1	1	0	0	28	2196	0	1	1
8423	1	1	1	0	0	28	2196	0	1	1
8433	1	1	1	0	0	28	2196	0	1	1
8443	1	1	1	0	0	28	2196	0	1	1
8453	1	1	1	0	0	28	2196	0	1	1
8463	1	1	1	0	0	28	2196	0	1	1
8473	1	1	1	0	0	28	2196	0	1	1
8483	1	1	1	0	0	28	2196	0	1	1
8493	1	1	1	0	0	28	2196	0	1	1
8503	1	1	1	0	0	28	2196	0	1	1
8513	1	1	1	0	0	28	2196	0	1	1
8523	1	1	1	0	0	28	2196	0	1	1
8533	1	1	1	0	0	28	2196	0	1	1
8543	1	1	1	0	0	28	2196	0	1	1
8553	1	1	1	0	0	28	2196	0	1	1
8563	1	1	1	0	0	28	2196	0	1	1
8583	1	1	1	0	0	28	2196	0	1	1
8593	1	1	1	0	0	28	2196	0	1	1
8603	1	1	1	0	0	28	2196	0	1	1
8613	1	1	1	0	0	28	2196	0	1	1
8623	1	1	1	0	0	28	2196	0	1	1
8633	1	1	1	0	0	28	2196	0	1	1
8643	1	1	1	0	0	28	2196	0	1	1
8653	1	1	1	0	0	28	2196	0	1	1
8663	1	1	1	0	0	28	2196	0	1	1
8673	1	1	1	0	0	28	2196	0	1	1
8693	1	1	1	0	0	28	2196	0	1	1
8703	1	1	1	0	0	28	2196	0	1	1
8713	1	1	1	0	0	28	2196	0	1	1
8733	1	1	1	0	0	28	2196	0	1	1
8743	1	1	1	0	0	28	2196	0	1	1
8753	1	1	1	0	0	28	2196	0	1	1
8763	1	1	1	0	0	28	2196	0	1	1
8773	1	1	1	0	0	28	2196	0	1	1
8783	1	1	1	0	0	28	2196	0	1	1
8793	1	1	1	0	0	28	2196	0	1	1
8803	1	1	1	0	0	28	2196	0	1	1
8813	1	1	1	0	0	28	2196	0	1	1
8823	1	1	1	0	0	28	2196	0	1	1
8833	1	1	1	0	0	28	2196	0	1	1
8843	1	1	1	0	0	28	2196	0	1	1
8853	1	1	1	0	0	28	2196	0	1	1
8863	1	1	1	0	0	28	2196	0	1	1
8873	1	1	1	0	0	28	2196	0	1	1
8883	1	1	1	0	0	28	2196	0	1	1
8893	1	1	1	0	0	28	2196	0	1	1
8903	1	1	1	0	0	28	2196	0	1	1
8913	1	1	1	0	0	28	2196	0	1	1
8923	1	1	1	0	0	28	2196	0	1	1
8933	1	1	1	0	0	28	2196	0	1	1
8953	1	1	1	0	0	28	2196	0	1	1
8963	1	1	1	0	0	28	2196	0	1	1
8973	1	1	1	0	0	28	2196	0	1	1
8983	1	1	1	0	0	28	2196	0	1	1
8993	1	1	1	0	0	28	2196	0	1	1
9013	1	1	1	0	0	28	2196	0	1	1
9023	1	1	1	0	0	28	2196	0	1	1
9043	1	1	1	0	0	28	2196	0	1	1
9053	1	1	1	0	0	28	2196	0	1	1
9063	1	1	1	0	0	28	2196	0	1	1
9073	1	1	1	0	0	28	2196	0	1	1
9083	1	1	1	0	0	28	2196	0	1	1
9093	1	1	1	0	0	28	2196	0	1	1
9103	1	1	1	0	0	28	2196	0	1	1
9113	1	1	1	0	0	28	2196	0	1	1
9123	1	1	1	0	0	28	2196	0	1	1
9133	1	1	1	0	0	28	2196	0	1	1
9143	1	1	1	0	0	28	2196	0	1	1
9153	1	1	1	0	0	28	2196	0	1	1
9163	1	1	1	0	0	28	2196	0	1	1
9173	1	1	1	0	0	28	2196	0	1	1
9183	1	1	1	0	0	28	2196	0	1	1
9193	1	1	1	0	0	28	2196	0	1	1
9203	1	1	1	0	0	28	2196	0	1	1
9213	1	1	1	0	0	28	2196	0	1	1
9223	1	1	1	0	0	28	2196	0	1	1
9243	1	1	1	0	0	28	2196	0	1	1
9263	1	1	1	0	0	28	2196	0	1	1
9273	1	1	1	0	0	28	2196	0	1	1
9283	1	1	1	0	0	28	2196	0	1	1
9293	1	1	1	0	0	28	2196	0	1	1
9303	1	1	1	0	0	28	2196	0	1	1
9313	1	1	1	0	0	28	2196	0	1	1
9323	1	1	1	0	0	28	2196	0	1	1
9333	1	1	1	0	0	28	2196	0	1	1
9343	1	1	1	0	0	28	2196	0	1	1
9353	1	1	1	0	0	28	2196	0	1	1
9363	1	1	1	0	0	28	2196	0	1	1
9373	1	1	1	0	0	28	2196	0	1	1
9393	1	1	1	0	0	28	2196	0	1	1
9403	1	1	1	0	0	28	2196	0	1	1
9413	1	1	1	0	0	28	2196	0	1	1
9423	1	1	1	0	0	28	2196	0	1	1
9433	1	1	1	0	0	28	2196	0	1	1
9443	1	1	1	0	0	28	2196	0	1	1
9453	1	1	1	0	0	28	2196	0	1	1
9463	1	1	1	0	0	28	2196	0	1	1
9483	1	1	1	0	0	28	2196	0	1	1
9493	1	1	1	0	0	28	2196	0	1	1
9503	1	1	1	0	0	28	2196	0	1	1
9513	1	1	1	0	0	28	2196	0	1	1
9523	1	1	1	0	0	28	2196	0	1	1
9533	1	1	1	0	0	28	2196	0	1	1
9543	1	1	1	0	0	28	2196	0	1	1
9553	1	1	1	0	0	28	2196	0	1	1
9563	1	1	1	0	0	28	2196	0	1	1
9573	1	1	1	0	0	28	2196	0	1	1
9583	1	1	1	0	0	28	2196	0	1	1
9593	1	1	1	0	0	28	2196	0	1	1
9603	1	1	1	0	0	28	2196	0	1	1
9623	1	1	1	0	0	28	2196	0	1	1
9633	1	1	1	0	0	28	2196	0	1	1
9643	1	1	1	0	0	28	2196	0	1	1
9653	1	1	1	0	0	28	2196	0	1	1
9663	1	1	1	0	0	28	2196	0	1	1
9673	1	1	1	0	0	28	2196	0	1	1
9683	1	1	1	0	0	28	2196	0	1	1
9693	1	1	1	0	0	28	2196	0	1	1
9703	1	1	1	0	0	28	2196	0	1	1
9713	1	1	1	0	0	28	2196	0	1	1
9723	1	1	1	0	0	28	2196	0	1	1
9733	1	1	1	0	0	28	2196	0	1	1
9743	1	1	1	0	0	28	2196	0	1	1
9753	1	1	1	0	0	28	2196	0	1	1
9763	1	1	1	0	0	28	2196	0	1	1
9773	1	1	1	0	0	28	2196	0	1	1
9783	1	1	1	0	0	28	2196	0	1	1
9793	1	1	1	0	0	28	2196	0	1	1
9803	1	1	1	0	0	28	2196	0	1	1
9813	1	1	1	0	0	28	2196	0	1	1
9823	1	1	1	0	0	28	2196	0	1	1
9833	1	1	1	0	0	28	2196	0	1	1
9843	1	1	1	0	0	28	2196	0	1	1
9853	1	1	1	0	0	28	2196	0	1	1
9863	1	1	1	0	0	28	2196	0	1	1
9873	1	1	1	0	0	28	2196	0	1	1
9883	1	1	1	0	0	28	2196	0	1	1
9893	1	1	1	0	0	28	2196	0	1	1
9903	1	1	1	0	0	28	2196	0	1	1
9913	1	1	1	0	0	28	2196	0	1	1
9923	1	1	1	0	0	28	2196	0	1	1
9943	1	1	1	0	0	28	2196	0	1	1
9953	1	1	1	0	0	28	2196	0	1	1
9963	1	1	1	0	0	28	2196	0	1	1
9973	1	1	1	0	0	28	2196	0	1	1
9983	1	1	1	0	0	28	2196	0	1	1
9993	1	1	1	0	0	28	2196	0	1	1
10003	1	1	1	0	0	28	2196	0	1	1
10013	1	1	1	0	0	28	2196	0	1	1
10023	1	1	1	0	0	28	2196	0	1	1
10033	1	1	1	0	0	28	2196	0	1	1
10043	1	1	1	0	0	28	2196	0	1	1
10063	1	1	1	0	0	28	2196	0	1	1
10073	1	1	1	0	0	28	2196	0	1	1
10083	1	1	1	0	0	28	2196	0	1	1
10103	1	1	1	0	0	28	2196	0	1	1
10113	1	1	1	0	0	28	2196	0	1	1
10123	1	1	1	0	0	28	2196	0	1	1
10133	1	1	1	0	0	28	2196	0	1	1
10143	1	1	1	0	0	28	2196	0	1	1
10153	1	1	1	0	0	28	2196	0	1	1
10163	1	1	1	0	0	28	2196	0	1	1
10173	1	1	1	0	0	28	2196	0	1	1
10183	1	1	1	0	0	28	2196	0	1	1
10193	1	1	1	0	0	28	2196	0	1	1
10203	1	1	1	0	0	28	2196	0	1	1
10213	1	1	1	0	0	28	2196	0	1	1
10223	1	1	1	0	0	28	2196	0	1	1
10233	1	1	1	0	0	28	2196	0	1	1
10243	1	1	1	0	0	28	2196	0	1	1
10253	1	1	1	0	0	28	2196	0	1	1
10263	1	1	1	0	0	28	2196	0	1	1
10273	1	1	1	0	0	28	2196	0	1	1
10283	1	1	1	0	0	28	2196	0	1	1
10293	1	1	1	0	0	28	2196	0	1	1
10303	1	1	1	0	0	28	2196	0	1	1
10313	1	1	1	0	0	28	2196	0	1	1
10323	1	1	1	0	0	28	2196	0	1	1
10343	1	1	1	0	0	28	2196	0	1	1
10353	1	1	1	0	0	28	2196	0	1	1
10363	1	1	1	0	0	28	2196	0	1	1
10373	1	1	1	0	0	28	2196	0	1	1
10383	1	1	1	0	0	28	2196	0	1	1
10393	1	1	1	0	0	28	2196	0	1	1
10403	1	1	1	0	0	28	2196	0	1	1
10413	1	1	1	0	0	28	2196	0	1	1
10423	1	1	1	0	0	28	2196	0	1	1
10433	1	1	1	0	0	28	2196	0	1	1
10443	1	1	1	0	0	28	2196	0	1	1
10453	1	1	1	0	0	28	2196	0	1	1
10463	1	1	1	0	0	28	2196	0	1	1
10473	1	1	1	0	0	28	2196	0	1	1
10483	1	1	1	0	0	28	2196	0	1	1
10493	1	1	1	0	0	28	2196	0	1	1
10503	1	1	1	0	0	28	2196	0	1	1
10513	1	1	1	0	0	28	2196	0	1	1
10523	1	1	1	0	0	28	2196	0	1	1
10533	1	1	1	0	0	28	2196	0	1	1
10543	1	1	1	0	0	28	2196	0	1	1
10563	1	1	1	0	0	28	2196	0	1	1
10573	1	1	1	0	0	28	2196	0	1	1
10583	1	1	1	0	0	28	2196	0	1	1
10593	1	1	1	0	0	28	2196	0	1	1
10603	1	1	1	0	0	28	2196	0	1	1
10613	1	1	1	0	0	28	2196	0	1	1
10623	1	1	1	0	0	28	2196	0	1	1
10633	1	1	1	0	0	28	2196	0	1	1
10653	1	1	1	0	0	28	2196	0	1	1
10663	1	1	1	0	0	28	2196	0	1	1
10673	1	1	1	0	0	28	2196	0	1	1
10683	1	1	1	0	0	28	2196	0	1	1
10693	1	1	1	0	0	28	2196	0	1	1
10703	1	1	1	0	0	28	2196	0	1	1
10713	1	1	1	0	0	28	2196	0	1	1
10723	1	1	1	0	0	28	2196	0	1	1
10733	1	1	1	0	0	28	2196	0	1	1
10743	1	1	1	0	0	28	2196	0	1	1
10753	1	1	1	0	0	28	2196	0	1	1
10763	1	1	1	0	0	28	2196	0	1	1
10773	1	1	1	0	0	28	2196	0	1	1
10783	1	1	1	0	0	28	2196	0	1	1
10793	1	1	1	0	0	28	2196	0	1	1
10803	1	1	1	0	0	28	2196	0	1	1
10813	1	1	1	0	0	28	2196	0	1	1
10823	1	1	1	0	0	28	2196	0	1	1
10833	1	1	1	0	0	28	2196	0	1	1
10843	1	1	1	0	0	28	2196	0	1	1
10853	1	1	1	0	0	28	2196	0	1	1
10863	1	1	1	0	0	28	2196	0	1	1
10873	1	1	1	0	0	28	2196	0	1	1
10883	1	1	1	0	0	28	2196	0	1	1
10893	1	1	1	0	0	28	2196	0	1	1
10903	1	1	1	0	0	28	2196	0	1	1
10913	1	1	1	0	0	28	2196	0	1	1
10923	1	1	1	0	0	28	2196	0	1	1
10933	1	1	1	0	0	28	2196	0	1	1
10943	1	1	1	0	0	28	2196	0	1	1
10953	1	1	1	0	0	28	2196	0	1	1
10963	1	1	1	0	0	28	2196	0	1	1
10973	1	1	1	0	0	28	2196	0	1	1
10983	1	1	1	0	0	28	2196	0	1	1
10993	1	1	1	0	0	28	2196	0	1	1
11013	2	1	1	0	0	28	2196	0	1	1
11023	2	1	1	0	0	28	2196	0	1	1
11043	2	1	1	0	0	28	2196	0	1	1
11053	2	1	1	0	0	28	2196	0	1	1
11063	2	1	1	0	0	28	2196	0	1	1
11073	2	1	1	0	0	28	2196	0	1	1
11083	2	1	1	0	0	28	2196	0	1	1
11093	2	1	1	0	0	28	2196	0	1	1
11103	2	1	1	0	0	28	2196	0	1	1
11113	2	1	1	0	0	28	2196	0	1	1
11123	2	1	1	0	0	28	2196	0	1	1
11133	2	1	1	0	0	28	2196	0	1	1
11153	2	1	1	0	0	28	2196	0	1	1
11163	2	1	1	0	0	28	2196	0	1	1
11173	2	1	1	0	0	28	2196	0	1	1
11183	2	1	1	0	0	28	2196	0	1	1
11193	2	1	1	0	0	28	2196	0	1	1
11213	2	1	1	0	0	28	2196	0	1	1
11223	2	1	1	0	0	28	2196	0	1	1
11233	2	1	1	0	0	28	2196	0	1	1
11243	2	1	1	0	0	28	2196	0	1	1
11253	2	1	1	0	0	28	2196	0	1	1
11263	2	1	1	0	0	28	2196	0	1	1
11273	2	1	1	0	0	28	2196	0	1	1
11283	2	1	1	0	0	28	2196	0	1	1
11293	2	1	1	0	0	28	2196	0	1	1
11303	2	1	1	0	0	28	2196	0	1	1
11313	2	1	1	0	0	28	2196	0	1	1
11323	2	1	1	0	0	28	2196	0	1	1
11333	2	1	1	0	0	28	2196	0	1	1
11343	2	1	1	0	0	28	2196	0	1	1
11353	2	1	1	0	0	28	2196	0	1	1
11363	2	1	1	0	0	28	2196	0	1	1
11373	2	1	1	0	0	28	2196	0	1	1
11383	2	1	1	0	0	28	2196	0	1	1
11393	2	1	1	0	0	28	2196	0	1	1
11403	2	1	1	0	0	28	2196	0	1	1
11413	2	1	1	0	0	28	2196	0	1	1
11423	2	1	1	0	0	28	2196	0	1	1
11433	2	1	1	0	0	28	2196	0	1	1
11443	2	1	1	0	0	28	2196	0	1	1
11463	2	1	1	0	0	28	2196	0	1	1
11473	2	1	1	0	0	28	2196	0	1	1
11483	2	1	1	0	0	28	2196	0	1	1
11493	2	1	1	0	0	28	2196	0	1	1
11503	2	1	1	0	0	28	2196	0	1	1
11513	2	1	1	0	0	28	2196	0	1	1
11523	2	1	1	0	0	28	2196	0	1	1
11533	2	1	1	0	0	28	2196	0	1	1
11543	2	1	1	0	0	28	2196	0	1	1
11553	2	1	1	0	0	28	2196	0	1	1
11563	2	1	1	0	0	28	2196	0	1	1
11573	2	1	1	0	0	28	2196	0	1	1
11583	2	1	1	0	0	28	2196	0	1	1
11593	2	1	1	0	0	28	2196	0	1	1
11613	2	1	1	0	0	28	2196	0	1	1
11623	2	1	1	0	0	28	2196	0	1	1
11633	2	1	1	0	0	28	2196	0	1	1
11643	2	1	1	0	0	28	2196	0	1	1
11653	2	1	1	0	0	28	2196	0	1	1
11663	2	1	1	0	0	28	2196	0	1	1
11673	2	1	1	0	0	28	2196	0	1	1
11683	2	1	1	0	0	28	2196	0	1	1
11693	2	1	1	0	0	28	2196	0	1	1
11703	2	1	1	0	0	28	2196	0	1	1
11713	2	1	1	0	0	28	2196	0	1	1
11723	2	1	1	0	0	28	2196	0	1	1
11733	2	1	1	0	0	28	2196	0	1	1
11743	2	1	1	0	0	28	2196	0	1	1
11753	2	1	1	0	0	28	2196	0	1	1
11763	2	1	1	0	0	28	2196	0	1	1
11773	2	1	1	0	0	28	2196	0	1	1
11793	2	1	1	0	0	28	2196	0	1	1
11803	2	1	1	0	0	28	2196	0	1	1
11813	2	1	1	0	0	28	2196	0	1	1
11823	2	1	1	0	0	28	2196	0	1	1
11843	2	1	1	0	0	28	2196	0	1	1
11853	2	1	1	0	0	28	2196	0	1	1
11863	2	1	1	0	0	28	2196	0	1	1
11873	2	1	1	0	0	28	2196	0	1	1
11883	2	1	1	0	0	28	2196	0	1	1
11893	2	1	1	0	0	28	2196	0	1	1
11903	2	1	1	0	0	28	2196	0	1	1
11913	2	1	1	0	0	28	2196	0	1	1
11923	2	1	1	0	0	28	2196	0	1	1
11933	2	1	1	0	0	28	2196	0	1	1
11943	2	1	1	0	0	28	2196	0	1	1
11953	2	1	1	0	0	28	2196	0	1	1
11963	2	1	1	0	0	28	2196	0	1	1
11973	2	1	1	0	0	28	2196	0	1	1
11983	2	1	1	0	0	28	2196	0	1	1
11993	2	1	1	0	0	28	2196	0	1	1
12003	2	1	1	0	0	28	2196	0	1	1
12013	2	1	1	0	0	28	2196	0	1	1
12023	2	1	1	0	0	28	2196	0	1	1
12033	2	1	1	0	0	28	2196	0	1	1
12043	2	1	1	0	0	28	2196	0	1	1
12063	2	1	1	0	0	28	2196	0	1	1
12073	2	1	1	0	0	28	2196	0	1	1
12093	2	1	1	0	0	28	2196	0	1	1
12103	2	1	1	0	0	28	2196	0	1	1
12113	2	1	1	0	0	28	2196	0	1	1
12123	2	1	1	0	0	28	2196	0	1	1
12133	2	1	1	0	0	28	2196	0	1	1
12143	2	1	1	0	0	28	2196	0	1	1
12153	2	1	1	0	0	28	2196	0	1	1
12163	2	1	1	0	0	28	2196	0	1	1
12173	2	1	1	0	0	28	2196	0	1	1
12203	2	1	1	0	0	28	2196	0	1	1
12213	2	1	1	0	0	28	2196	0	1	1
12223	2	1	1	0	0	28	2196	0	1	1
